frame,time,"$f_{2,-2}$","$f_{2,-1}$","$f_{2,0}$","$f_{2,1}$","$f_{2,2}$",symbol
0.0,0.0,0.20844603595077266,0.2736652548289126,0.36004646114592365,0.2736652548289126,0.20844603595077266,I
200.0,0.028999999999999915,0.11090454160487845,0.14744270813277238,0.2263720845056761,0.14744270813277238,0.11090454160487842,I
400.0,0.05799999999999983,0.08066059303257091,0.1309346719830764,0.16374421696095767,0.13093467198307643,0.08066059303257091,I
600.0,0.08699999999999974,0.06706586378979337,0.1071802077568324,0.15519121265238872,0.1071802077568324,0.06706586378979336,I
800.0,0.11600000000000055,0.03930167631434908,0.06779557262570139,0.13196410170054693,0.0677955726257014,0.03930167631434909,I
1000.0,0.14500000000000046,0.04342900400342507,0.06877585731546895,0.16609111145329475,0.06877585731546895,0.043429004003425066,I
1200.0,0.17400000000000038,0.029897665162775675,0.056624034313175184,0.15954686178764332,0.0566240343131752,0.02989766516277568,I
1400.0,0.2030000000000003,0.03438644524884275,0.054704671357581204,0.11931563276708843,0.054704671357581204,0.03438644524884275,I
1600.0,0.2320000000000002,0.23913280454786656,0.29041112350924875,0.28875450562119837,0.2904111235092487,0.23913280454786645,I
1800.0,0.2610000000000001,0.12621921638488662,0.17322367731436114,0.17860545775022477,0.17322367731436114,0.12621921638488662,I
2000.0,0.29000000000000004,0.02549989410710804,0.02090919827951303,0.09517003561748487,0.020909198279513024,0.02549989410710803,I
2200.0,0.31899999999999995,0.10215305669173977,0.13785562395235537,0.17034230322657035,0.13785562395235537,0.10215305669173977,I
2400.0,0.34799999999999986,0.10422678046540851,0.1259788783855445,0.15020358733696068,0.1259788783855445,0.10422678046540852,I
2600.0,0.3769999999999998,0.06633290086019832,0.10492630193556116,0.13758150257106477,0.10492630193556116,0.06633290086019832,I
2800.0,0.4060000000000006,0.06164056913652489,0.11050403450770523,0.10405655112694925,0.11050403450770521,0.06164056913652492,I
3000.0,0.4350000000000005,0.03174907312493315,0.10265643790571508,0.1035424293542075,0.10265643790571508,0.031749073124933185,I
3200.0,0.4640000000000004,0.015908715965995055,0.023076101334362945,0.09793542985727362,0.023076101334362945,0.015908715965995055,I
3400.0,0.4930000000000003,0.023200715399150255,-0.015064477246595634,0.10478958052816381,-0.015064477246595626,0.023200715399150248,I
3600.0,0.5220000000000002,0.01694545553382883,-0.02804627715098703,0.09204651415671151,-0.028046277150987037,0.01694545553382883,I
3800.0,0.5510000000000002,0.024375448424320864,0.09779749000630478,0.10085772878110602,0.09779749000630476,0.024375448424320885,I
4000.0,0.5800000000000001,0.008422553341800086,-0.029802500161272658,0.05737677318349711,-0.029802500161272658,0.008422553341800086,I
4200.0,0.609,0.029406354718509085,0.07149590143680215,0.08946309205338107,0.07149590143680212,0.029406354718509102,I
4400.0,0.6379999999999999,0.0037182227708661576,-0.018383794620182817,0.031785718952261344,-0.018383794620182813,0.0037182227708661597,I
4600.0,0.6669999999999998,0.01717880881947346,0.06014321786285953,0.07284967295288043,0.060143217862859526,0.017178808819473475,I
4800.0,0.6960000000000006,0.03424370877874789,0.04878235065558759,0.08444943584680364,0.04878235065558756,0.03424370877874791,I
5000.0,0.7250000000000005,0.036506835220992,0.05165384901124788,0.07529960207910798,0.0516538490112479,0.036506835220992004,I
5200.0,0.7540000000000004,0.2307861356315102,0.34247614369812335,0.1757962705794536,0.3424761436981234,0.2307861356315102,I
5400.0,0.7830000000000004,0.059112905454604216,0.04250237246547294,-0.04925242464576235,0.04250237246547294,0.0591129054546042,I
5600.0,0.8120000000000003,0.027286103708233603,0.040321599257815,0.07054553541248659,0.040321599257815,0.027286103708233603,I
5800.0,0.8410000000000002,0.003987104816920154,-0.009731505940926788,-0.005130287263083835,-0.009731505940926793,0.003987104816920156,I
6000.0,0.8700000000000001,0.012752184204253001,-0.024464988619454613,0.04148903496601481,-0.024464988619454613,0.012752184204253007,I
6200.0,0.899,0.002549590714649254,-0.026705763045447053,0.060190544050500366,-0.026705763045447046,0.002549590714649261,I
6400.0,0.9279999999999999,0.011143150244524839,-0.04051308379579346,0.008872229211611527,-0.04051308379579346,0.011143150244524846,I
6600.0,0.9569999999999999,0.010732711389654032,-0.008601723897717425,0.028144472553817683,-0.00860172389771743,0.010732711389654039,I
6800.0,0.9859999999999998,0.024885737779164543,0.0019565943211238557,0.014187691548043847,0.001956594321123842,0.024885737779164547,I
7000.0,1.0150000000000006,0.014752348539569641,-0.004583300351052703,0.015722479819270756,-0.004583300351052703,0.014752348539569643,I
7200.0,1.0440000000000005,0.011217661205639792,-0.0003966639386735971,0.032801966116886926,-0.00039666393867360646,0.011217661205639787,I
7400.0,1.0730000000000004,0.042639733657246694,0.03526273631449301,0.05936459951191912,0.03526273631449299,0.042639733657246694,I
7600.0,1.1020000000000003,0.0440449003433913,0.029229925571606925,0.06974775272508676,0.029229925571606925,0.0440449003433913,I
7800.0,1.1310000000000002,0.04345297810819841,0.02124943757367809,0.0524672407717598,0.021249437573678073,0.04345297810819842,I
8000.0,1.1600000000000001,0.044466654460881286,0.02257701187661446,0.05226816622885035,0.02257701187661446,0.044466654460881286,I
8200.0,1.189,0.028621197135626164,0.021654173541506273,0.06157759275908188,0.02165417354150625,0.028621197135626164,I
8400.0,1.218,0.02313467143878638,0.019384696074361985,0.052869611570205366,0.01938469607436198,0.02313467143878639,I
8600.0,1.2469999999999999,0.02314524334072581,0.025859034322428445,0.03302883718261223,0.025859034322428455,0.023145243340725825,I
8800.0,1.2759999999999998,0.019501983284784495,0.026492769417970526,0.04431329977576264,0.02649276941797053,0.019501983284784506,I
9000.0,1.3049999999999997,0.0036662669787232032,0.03446914560977189,0.02908266948986925,0.03446914560977191,0.0036662669787232076,I
9200.0,1.3340000000000005,0.0011154716414457544,0.04456151402907234,0.024136249996492352,0.04456151402907232,0.0011154716414457496,I
9400.0,1.3630000000000004,0.009993220528109095,0.0403109089332235,0.022133579701854957,0.0403109089332235,0.00999322052810909,I
9600.0,1.3920000000000003,0.003117837218302428,0.04099127238983003,0.015392647850013732,0.040991272389830004,0.003117837218302428,I
9800.0,1.4210000000000003,0.015363828826215249,-0.01824113353214987,-0.01751263001904094,-0.01824113353214985,0.015363828826215257,I
10000.0,1.4500000000000002,-0.0022370663003299426,0.03860866173345136,0.0139234495043529,0.038608661733451344,-0.002237066300329962,I
10200.0,1.479,-0.0066916004222567285,0.04359816668983862,0.029286682541713786,0.043598166689838604,-0.006691600422256709,I
10400.0,1.508,-0.014788361524444099,0.03731947472319961,0.032177852840227034,0.03731947472319962,-0.014788361524444089,I
10600.0,1.537,-0.010609064491102849,0.03803769309927151,0.04809341122728496,0.03803769309927151,-0.01060906449110284,I
10800.0,1.5659999999999998,-0.01802258997164702,0.04554680260479729,0.05531762803846041,0.045546802604797265,-0.018022589971647015,I
11000.0,1.5949999999999998,-0.02077345132208224,0.0365079668003651,0.06558419024979682,0.0365079668003651,-0.020773451322082248,I
11200.0,1.6240000000000006,-0.029334687307251264,0.033662898700046046,0.05646152260743394,0.03366289870004604,-0.02933468730725126,I
11400.0,1.6530000000000005,-0.023226701145357166,0.028338731641355874,0.0421805550046147,0.02833873164135586,-0.023226701145357177,I
11600.0,1.6820000000000004,-0.01690485225572447,0.027300855201677677,0.024349512768578777,0.027300855201677677,-0.016904852255724474,I
11800.0,1.7110000000000003,-0.02012838540742197,0.026132979266868583,0.026520016903445423,0.02613297926686855,-0.02012838540742197,I
12000.0,1.7400000000000002,-0.023924968015901955,0.012349200543453323,0.020422084057356328,0.012349200543453323,-0.02392496801590196,I
12200.0,1.7690000000000001,-0.031559670480566286,0.01576030149292474,0.02068181364903208,0.01576030149292473,-0.03155967048056627,I
12400.0,1.798,-0.036239027109635336,0.014228888542807275,0.035247205757250384,0.014228888542807265,-0.036239027109635336,I
12600.0,1.827,-0.035983115595094706,-0.0031425454495485478,0.02666614848950425,-0.003142545449548574,-0.03598311559509471,I
12800.0,1.8559999999999999,-0.03907647508141223,0.0034605480414511176,0.03348444447451226,0.0034605480414511194,-0.03907647508141223,I
13000.0,1.8849999999999998,-0.03886006440729361,0.005961541875278115,0.027111288016061896,0.005961541875278092,-0.03886006440729362,I
