,symbol,x,y,z,frame
5395,H,-0.190581D+02,0.152844D+02,0.677538D+01,8
5396,O,-0.527290D+01,-0.329952D+01,-0.389217D+01,8
5397,H,0.196370D+02,0.583883D+01,-0.791945D+01,8
5398,H,0.148020D+02,0.214751D+02,-0.476486D+01,8
5399,O,-0.761572D+01,0.172616D+01,-0.114449D+01,8
5400,O,0.900778D+01,0.306551D+01,0.114828D+01,9
5401,H,-0.967887D+01,-0.141504D+02,-0.347719D+02,9
5402,H,0.120913D+02,-0.876133D+01,-0.304724D+02,9
5403,O,0.372955D+01,-0.954579D+00,0.520727D+01,9
5404,H,0.172590D+02,0.535420D+01,0.134138D+00,9
5405,H,0.305795D+02,-0.151922D+02,0.293648D+02,9
5406,O,0.316742D+01,0.473538D+00,-0.385397D+01,9
5407,H,0.288562D+01,-0.795786D+01,0.833628D+01,9
5408,H,-0.588137D+00,0.518364D+01,-0.469972D+01,9
5409,O,0.336044D+01,-0.300570D+00,0.234538D+01,9
5410,H,0.109145D+02,-0.812549D+01,0.220432D+02,9
5411,H,-0.276834D+01,0.219046D+02,0.274383D+02,9
5412,O,0.451614D+01,-0.455475D+01,-0.618574D+00,9
5413,H,0.219633D+02,-0.116565D+02,0.241753D+02,9
5414,H,0.401479D+01,0.600628D+01,-0.142874D+02,9
5415,O,0.820600D+01,-0.338530D+01,0.210994D+01,9
5416,H,0.312487D+01,-0.750856D+00,-0.173111D+01,9
5417,H,0.676000D+00,0.131497D+02,-0.818660D+00,9
5418,O,-0.595267D+01,0.808091D+01,-0.442575D+01,9
5419,H,-0.390185D+01,0.315372D+01,0.604593D+01,9
5420,H,-0.152042D+02,0.184710D+01,-0.107818D+01,9
5421,O,-0.948240D+01,0.381936D+01,-0.386201D+01,9
5422,H,0.430656D+01,0.940100D+01,0.162380D+02,9
5423,H,-0.317472D+02,0.201335D+01,0.224493D+02,9
5424,O,0.332723D+01,-0.435921D+01,-0.279474D+01,9
5425,H,-0.134258D+02,0.184997D+02,0.225819D+01,9
5426,H,0.332723D+02,0.109770D+02,0.683046D+01,9
5427,O,-0.107489D+01,-0.968473D+00,-0.231235D+01,9
5428,H,0.149714D+02,0.211581D+02,-0.289519D+02,9
5429,H,-0.321149D+02,-0.955188D+01,-0.214120D+02,9
5430,O,-0.511728D+00,0.880144D+00,0.363296D+01,9
5431,H,0.533025D+01,-0.828999D+01,0.149535D+02,9
5432,H,-0.133816D+02,-0.135096D+02,0.214882D+02,9
5433,O,0.478870D+01,-0.349914D+01,-0.111759D+02,9
5434,H,-0.356533D+01,-0.126591D+02,0.706750D+01,9
5435,H,-0.202866D+01,-0.377196D+01,-0.479822D+01,9
5436,O,0.106629D+01,-0.207201D+01,0.168896D+01,9
5437,H,0.241105D+01,-0.329851D+02,0.154623D+02,9
5438,H,0.132472D+02,-0.338281D+01,0.245159D+01,9
5439,O,0.445083D+01,0.523559D+01,0.308396D+01,9
5440,H,-0.127206D+02,-0.779081D+01,-0.160932D+02,9
5441,H,0.551053D+01,0.439426D+00,-0.873193D+01,9
5442,O,0.148424D+01,-0.246409D+01,0.315726D+01,9
5443,H,-0.289544D+02,0.171248D+02,-0.130629D+02,9
5444,H,0.429787D+02,0.895864D+01,-0.371128D+01,9
5445,O,0.422233D+01,0.587259D+00,0.860870D+00,9
5446,H,0.506467D+00,-0.600014D+01,0.133359D+02,9
5447,H,-0.516894D+01,0.114508D+02,0.889901D+01,9
5448,O,-0.511364D+01,-0.346723D+01,0.220049D+01,9
5449,H,0.260772D+02,-0.869298D+01,-0.258279D+02,9
5450,H,-0.135524D+02,-0.321383D+01,-0.199023D+02,9
5451,O,0.137255D+01,-0.545208D+01,0.317121D+01,9
5452,H,0.417356D+02,-0.122707D+02,-0.964814D+01,9
5453,H,0.967368D+01,-0.147372D+01,0.668611D+01,9
5454,O,0.186916D+01,0.406756D+01,-0.576562D+01,9
5455,H,0.930034D+01,-0.132225D+02,0.169740D+02,9
5456,H,-0.461539D+01,-0.167375D+02,-0.130952D+02,9
5457,O,-0.372509D+01,-0.139632D+01,-0.107917D+01,9
5458,H,0.926860D-01,0.865978D+01,-0.207646D+01,9
5459,H,-0.191761D+02,-0.735101D+00,-0.313130D+01,9
5460,O,-0.362351D+01,0.112907D+01,0.592169D+01,9
5461,H,-0.277266D+00,-0.118240D+02,0.133154D+02,9
5462,H,-0.127796D+02,-0.455943D+01,-0.599130D+01,9
5463,O,-0.975133D+00,-0.386346D+01,0.802706D+01,9
5464,H,-0.164048D+02,-0.224113D+01,-0.806971D+01,9
5465,H,0.160126D+02,-0.146983D+02,0.181759D+01,9
5466,O,-0.758256D+01,-0.131423D+01,-0.310937D+01,9
5467,H,-0.120342D+02,-0.228684D+02,-0.108241D+02,9
5468,H,-0.969061D+01,0.766483D+01,-0.121108D+02,9
5469,O,0.606441D+00,0.704537D+00,-0.689202D+01,9
5470,H,-0.229435D+02,0.148810D+00,-0.262401D+02,9
5471,H,-0.337793D+02,0.163467D+02,0.214360D+02,9
5472,O,-0.653498D+01,0.314054D+01,0.676124D+01,9
5473,H,0.392879D+01,-0.113394D+02,-0.304603D+02,9
5474,H,0.242866D+02,0.151250D+01,0.212461D+02,9
5475,O,0.480727D+01,0.728891D+01,0.438656D+00,9
5476,H,0.521185D+01,0.194404D+02,0.121913D+02,9
5477,H,0.143597D+02,-0.117574D+02,-0.121081D+02,9
5478,O,0.261409D+01,-0.374803D+01,0.742562D+01,9
5479,H,0.160604D+02,-0.202388D+02,-0.671803D+01,9
5480,H,-0.647429D+00,-0.101759D+02,0.567279D+01,9
5481,O,0.989749D+00,0.358650D+01,0.545973D+01,9
5482,H,-0.716514D+01,0.107035D+02,0.533913D+01,9
5483,H,0.123202D+02,-0.761532D+01,-0.827034D+01,9
5484,O,-0.504209D+01,0.273725D+00,0.638408D+00,9
5485,H,0.645887D+01,-0.816460D+01,-0.263735D+01,9
5486,H,-0.257979D+01,-0.340051D+01,0.199657D+01,9
5487,O,-0.615453D+00,0.325768D+01,-0.106930D+01,9
5488,H,-0.735154D+01,0.500025D+01,0.260145D+01,9
5489,H,0.279605D+00,-0.761970D+01,0.704117D+01,9
5490,O,0.352109D+01,-0.882335D+00,-0.673347D+01,9
5491,H,0.124316D+02,-0.206340D+01,0.131069D+02,9
5492,H,-0.147392D+02,-0.412756D+02,0.113277D+02,9
5493,O,-0.202490D+00,-0.280304D+01,0.136011D+01,9
5494,H,0.288649D+01,0.766278D+00,-0.870297D+01,9
5495,H,-0.370904D+01,-0.266392D+02,0.214396D+02,9
5496,O,-0.512842D+00,0.341843D+01,0.152112D+01,9
5497,H,0.437090D+01,-0.101798D+02,0.404282D+02,9
5498,H,0.257646D+02,-0.188789D+01,0.139213D+02,9
5499,O,0.340886D+01,-0.816445D+01,0.410290D+01,9
5500,H,0.207689D+02,-0.125631D+02,0.461708D+01,9
5501,H,0.254554D+02,-0.766815D+00,0.339578D+02,9
5502,O,0.121136D+01,-0.534518D+00,0.350886D+00,9
5503,H,-0.381407D+01,-0.528482D+00,0.246154D+01,9
5504,H,-0.255374D+02,0.249021D+02,-0.267662D+01,9
5505,O,-0.129726D+01,-0.515955D+01,-0.183322D+01,9
5506,H,0.215104D+02,-0.361651D+02,0.417924D+02,9
5507,H,-0.140986D+02,-0.554343D+01,0.164218D+02,9
5508,O,-0.541351D+01,0.619618D+01,0.179678D+01,9
5509,H,0.287362D+02,0.481434D+02,-0.521787D+01,9
5510,H,0.215916D+02,-0.267791D+00,0.105996D+02,9
5511,O,0.845329D+01,-0.248246D+01,-0.766143D+01,9
5512,H,0.133191D+02,-0.200099D+02,-0.493249D-01,9
5513,H,-0.875133D-01,0.249264D+02,0.240093D+01,9
5514,O,0.978118D+00,-0.109657D+01,-0.493819D+01,9
5515,H,-0.936341D+01,-0.302696D+02,0.210427D+01,9
5516,H,-0.537786D+01,0.151044D+01,-0.165185D+02,9
5517,O,-0.131325D+01,0.610776D+01,-0.158565D+01,9
5518,H,0.306589D-01,0.286420D+02,-0.592575D+01,9
5519,H,-0.112340D+02,0.161342D+02,0.114785D+02,9
5520,O,-0.552439D+01,0.721565D+01,0.769470D+01,9
5521,H,0.320692D+01,0.284187D+02,0.196000D+02,9
5522,H,0.121533D+02,0.348931D+02,0.124805D+02,9
5523,O,0.920254D+01,0.151201D+01,0.125672D+01,9
5524,H,0.236786D+02,0.151032D+02,-0.235418D+02,9
5525,H,0.271427D+02,0.179969D+02,-0.145392D+02,9
5526,O,0.342725D+01,-0.632500D+01,0.560589D+01,9
5527,H,0.118958D+02,-0.188203D+02,-0.407297D+00,9
5528,H,0.777453D+01,-0.138409D+02,-0.191346D+00,9
5529,O,0.827477D+01,0.636359D+01,-0.190189D+01,9
5530,H,-0.251901D+02,0.450351D+01,-0.309107D+02,9
5531,H,0.457849D+02,0.878443D+01,-0.176097D+02,9
5532,O,0.457002D+01,-0.206779D+01,0.911523D+01,9
5533,H,0.458558D+01,0.565616D+01,-0.133016D+02,9
5534,H,-0.445983D+01,-0.135163D+02,0.239840D+02,9
5535,O,-0.415604D+01,-0.251045D+01,0.429805D+01,9
5536,H,0.159402D+00,-0.977196D+01,0.535732D+01,9
5537,H,0.103812D+02,0.647735D+00,-0.365899D+00,9
5538,O,0.412314D+01,-0.311392D+00,-0.342098D+00,9
5539,H,-0.603206D+01,0.104939D+02,0.265651D+02,9
5540,H,0.113341D+02,-0.196026D+02,0.100555D+02,9
5541,O,0.815150D+01,-0.106780D+01,0.377588D+00,9
5542,H,0.983752D+01,-0.725587D+01,-0.578338D+01,9
5543,H,0.131377D+02,0.717717D+01,0.903943D+01,9
5544,O,-0.484045D+01,0.164697D+01,0.811675D-01,9
5545,H,0.242607D+02,0.874975D+01,0.968692D+01,9
5546,H,-0.192595D+02,-0.397632D+00,0.202654D+02,9
5547,O,0.180900D+00,-0.129036D+02,0.453772D+01,9
5548,H,-0.239933D+02,-0.189403D+02,-0.925055D+00,9
5549,H,-0.111277D+02,-0.133044D+01,0.125852D+02,9
5550,O,-0.119155D+01,-0.204630D+00,-0.274514D+01,9
5551,H,-0.155337D+02,-0.514795D+01,-0.961896D+01,9
5552,H,-0.109805D+02,0.267991D+01,0.260784D+02,9
5553,O,0.444252D+01,0.150663D+01,0.996095D+00,9
5554,H,0.942419D+01,0.236346D+02,0.188742D+02,9
5555,H,-0.635228D-01,0.157258D+02,-0.438737D+02,9
5556,O,0.872590D+00,0.123242D+01,-0.448255D+01,9
5557,H,-0.359834D+02,-0.110095D+02,0.238909D+02,9
5558,H,0.312516D+02,0.231656D+02,-0.718246D+01,9
5559,O,0.145929D+01,0.299402D+01,0.176391D+01,9
5560,H,0.136705D+02,-0.152509D+01,-0.184943D+02,9
5561,H,-0.118040D+02,-0.125803D+02,-0.876588D+01,9
5562,O,-0.320711D+01,-0.261203D+00,0.177574D+01,9
5563,H,-0.239455D+01,0.309877D+02,0.115246D+02,9
5564,H,-0.152150D+02,-0.134600D+02,0.423030D+02,9
5565,O,-0.601185D+01,-0.355901D+01,0.337597D+00,9
5566,H,-0.108155D+02,0.364481D+01,-0.145464D+02,9
5567,H,-0.146882D+02,-0.822492D+01,-0.577769D+01,9
5568,O,0.331140D+01,-0.212948D+01,-0.161888D+01,9
5569,H,0.156149D+01,-0.524735D+01,-0.783841D+01,9
5570,H,-0.259624D+02,-0.202207D+02,0.248464D+02,9
5571,O,-0.138568D+01,-0.201964D+01,-0.268925D+01,9
5572,H,-0.159669D+02,0.110435D+02,0.953282D+01,9
5573,H,0.192483D+02,0.422879D+02,-0.840763D+01,9
5574,O,0.851160D+01,0.166079D+01,-0.929946D+01,9
5575,H,0.159132D+00,-0.279654D+01,-0.159471D+02,9
5576,H,0.101277D+02,0.360685D+01,0.701896D+01,9
5577,O,0.405326D+01,-0.102997D+01,0.168673D+01,9
5578,H,-0.377996D+01,0.737819D+01,-0.180552D+02,9
5579,H,-0.287701D+02,-0.933138D+00,-0.542293D+01,9
5580,O,0.725234D+00,0.142043D+01,0.460468D+01,9
5581,H,-0.888806D+01,0.542208D+01,-0.675278D+00,9
5582,H,-0.180260D+02,-0.546838D+01,-0.978795D+01,9
5583,O,-0.104349D+01,0.371501D+01,0.143245D+01,9
5584,H,0.269981D+02,0.330393D+01,-0.818467D+00,9
5585,H,-0.172377D+02,0.220351D+02,-0.500083D+01,9
5586,O,-0.119387D+02,-0.500144D+00,-0.231169D+01,9
5587,H,0.928659D+01,-0.497597D+01,0.512252D+01,9
5588,H,0.507697D+01,0.201252D+02,-0.109374D+02,9
5589,O,-0.422235D+01,0.116496D+02,0.309993D+01,9
5590,H,0.155151D+02,-0.905715D+01,-0.223947D+02,9
5591,H,0.397689D+01,-0.148192D+02,0.113965D+00,9
5592,O,-0.297940D+00,-0.105308D+01,0.174179D+01,9
5593,H,-0.916986D+01,0.372794D+02,-0.150449D+02,9
5594,H,0.144767D+02,-0.540124D+01,-0.111899D+02,9
5595,O,-0.778000D+01,-0.698012D+00,0.997078D+00,9
5596,H,0.347682D+01,0.167826D+02,-0.290683D+02,9
5597,H,0.166600D+02,0.284505D+02,-0.212652D+02,9
5598,O,0.310065D+01,0.354300D+01,-0.859417D+01,9
5599,H,0.393578D+01,0.900947D+01,0.123036D+02,9
5600,H,-0.147759D+02,-0.151237D+02,-0.763742D+00,9
5601,O,0.100156D+02,0.642799D+01,-0.206192D+01,9
5602,H,0.411301D+01,0.176369D+02,-0.143777D+01,9
5603,H,0.199414D+02,-0.340435D+02,-0.261821D+02,9
5604,O,0.671405D+00,0.128944D+01,0.401809D+01,9
5605,H,0.598055D+01,0.427250D+02,-0.182765D+01,9
5606,H,-0.300235D+02,0.101738D+02,-0.125269D+02,9
5607,O,0.121284D+01,-0.865098D+01,0.593973D+01,9
5608,H,-0.190971D+02,-0.333137D+02,0.147790D+02,9
5609,H,0.636224D+01,-0.333763D+01,-0.299720D+02,9
5610,molden,generated,tinker,.xyz,9
5611,O,-0.228728D+01,0.392370D+01,0.834000D+01,9
5612,H,-0.144367D+02,0.291100D+02,0.540737D+01,9
5613,H,0.111727D+02,0.131297D+02,0.186560D+02,9
5614,O,-0.243259D+01,0.500644D+01,0.124188D+00,9
5615,H,-0.149089D+02,-0.214567D+01,-0.166208D+02,9
5616,H,0.202132D+02,-0.912925D+01,-0.462906D+01,9
5617,O,0.167711D+01,0.393323D+00,0.203616D+01,9
5618,H,0.567876D+01,-0.239433D+01,0.125211D+02,9
5619,H,0.931461D+01,-0.105308D+02,0.164917D+02,9
5620,O,0.386454D+01,0.360002D+01,-0.102987D+00,9
5621,H,0.460986D+00,-0.542055D+01,-0.122756D+02,9
5622,H,0.100560D+02,-0.419454D+01,0.121163D+02,9
5623,O,-0.625293D+01,-0.337574D+01,-0.221980D+01,9
5624,H,-0.120794D+02,0.119216D+02,0.186873D+02,9
5625,H,-0.391580D+01,-0.804785D+01,-0.105299D+02,9
5626,O,-0.288839D+01,-0.861325D+01,-0.645527D+01,9
5627,H,0.120813D+01,0.442871D+01,-0.162132D+01,9
5628,H,0.153637D+02,-0.833031D+01,-0.943022D+00,9
5629,O,0.461334D+01,0.781341D-01,-0.511699D+01,9
5630,H,-0.143247D+02,0.131552D+01,0.175762D+02,9
5631,H,-0.579238D+01,-0.152766D+01,0.191963D+02,9
5632,O,-0.799025D+01,-0.639999D+01,-0.611606D+01,9
5633,H,0.920763D+00,0.982770D+01,0.165049D+02,9
5634,H,0.186241D+02,-0.688579D+01,-0.810548D+01,9
5635,O,-0.530521D+01,0.509932D+01,-0.407710D+01,9
5636,H,0.282638D+02,0.194112D+02,0.877189D+01,9
5637,H,0.263396D+01,-0.143721D+02,-0.187636D+02,9
5638,O,-0.164345D+01,0.462747D+01,-0.504454D+01,9
5639,H,-0.233416D+02,0.159536D+02,-0.226238D+02,9
5640,H,0.182260D+02,0.479002D+02,0.152603D+02,9
5641,O,0.654973D+00,-0.391067D+01,0.414751D+01,9
5642,H,-0.103382D+02,0.261660D+02,0.993237D+01,9
5643,H,-0.232000D+02,0.182615D+01,0.149026D+01,9
5644,O,0.115512D+01,-0.198565D+01,0.120892D+02,9
5645,H,-0.506591D+01,0.820032D+01,-0.823020D+00,9
5646,H,-0.108577D+02,0.633069D+01,-0.260683D+02,9
5647,O,-0.554301D+00,-0.148425D+01,-0.491949D+01,9
5648,H,-0.163259D+02,0.852552D+01,-0.704187D+01,9
5649,H,0.220077D+02,0.130691D+02,0.110179D+02,9
5650,O,0.266471D+01,0.465186D+00,-0.449826D+01,9
5651,H,-0.240943D+02,0.292144D-02,0.838950D+01,9
5652,H,0.170458D+02,-0.321467D+02,-0.153781D+02,9
5653,O,-0.137675D+00,-0.134789D+01,0.157915D+01,9
5654,H,0.948882D+01,-0.457823D+01,-0.200352D+02,9
5655,H,0.927586D+01,-0.238120D+02,-0.448229D+01,9
5656,O,0.662632D-01,-0.308238D+01,-0.264630D+01,9
5657,H,-0.149612D+02,0.682842D+01,0.362975D+01,9
5658,H,0.276460D+02,0.737615D+01,-0.454123D+01,9
5659,O,-0.194905D+01,-0.225716D+01,0.399844D+01,9
5660,H,-0.100331D+01,-0.286886D+02,-0.957563D+01,9
5661,H,0.125309D+02,-0.285623D+02,-0.229475D+01,9
5662,O,0.224126D+01,-0.780609D+00,0.557857D+01,9
5663,H,0.302286D+01,0.705101D+01,0.148824D+02,9
5664,H,-0.530086D+01,0.225389D+01,-0.195713D+02,9
5665,O,-0.242175D+01,0.395132D+01,-0.807695D-01,9
5666,H,0.315873D+02,0.409269D+00,0.155922D+02,9
5667,H,-0.403576D+02,0.214515D+02,-0.629536D+02,9
5668,O,0.405220D+01,-0.674274D+00,0.114747D+02,9
5669,H,-0.328712D+02,0.548606D+01,0.329791D+02,9
5670,H,0.358072D+01,0.193524D+01,0.325943D+02,9
5671,O,0.134109D+01,-0.456923D+01,-0.498899D+01,9
5672,H,0.797392D+01,0.133193D+02,-0.506555D+01,9
5673,H,-0.668033D+01,0.577634D-02,0.118476D+02,9
5674,O,-0.616945D+00,0.398253D+01,0.268293D+01,9
5675,H,0.820196D+01,0.281216D+02,0.258414D+01,9
5676,H,-0.151898D+02,0.754682D+01,-0.325294D+01,9
5677,O,0.155073D+01,-0.284143D+01,-0.285831D+01,9
5678,H,-0.201778D+02,-0.955087D+01,-0.112165D+02,9
5679,H,-0.569988D+01,-0.666579D+01,-0.131212D+02,9
5680,O,-0.551300D+01,-0.667602D+01,-0.116992D+01,9
5681,H,-0.249623D+02,-0.373123D+02,0.131059D+02,9
5682,H,-0.418566D+01,-0.889059D+01,-0.167929D+01,9
5683,O,0.920425D+00,-0.499976D+00,0.100512D+02,9
5684,H,0.150979D+01,0.133499D+02,-0.118753D+02,9
5685,H,-0.679962D+01,-0.764440D+01,0.223813D+01,9
5686,O,-0.207330D+01,0.476363D+01,0.197610D+01,9
5687,H,-0.191464D+01,0.213221D+02,0.269056D+02,9
5688,H,0.182157D+02,0.201217D+02,0.362810D+02,9
5689,O,0.730076D+01,-0.106098D+01,-0.505545D+00,9
5690,H,-0.325407D+02,-0.907968D+01,-0.178480D+02,9
5691,H,-0.189604D+02,0.374432D+01,0.323756D+02,9
5692,O,0.120746D+01,-0.122093D+01,-0.160814D+01,9
5693,H,-0.604873D+01,0.111649D+02,-0.176274D+01,9
5694,H,0.365687D+01,0.221807D+02,0.153633D+02,9
5695,O,0.635341D+01,0.152746D+01,0.366677D+01,9
5696,H,0.340496D+02,0.368628D+02,0.113481D+02,9
5697,H,0.634670D+01,-0.873041D+01,0.183136D+02,9
5698,O,0.407155D+01,0.484001D+01,-0.377941D+01,9
5699,H,-0.106575D+02,0.152246D+02,0.594142D+00,9
5700,H,0.280698D+02,0.359146D+01,0.231768D+02,9
5701,O,-0.636915D+01,-0.355898D+01,0.381756D+01,9
5702,H,-0.324679D+01,-0.144461D+02,0.143201D+02,9
5703,H,-0.203875D+02,0.150060D+01,0.197659D+02,9
5704,O,-0.824995D+01,0.224708D+01,-0.439124D+01,9
5705,H,0.809834D+01,-0.294457D+02,0.975288D+01,9
5706,H,0.366770D+01,-0.284924D+01,0.179539D+01,9
5707,O,0.267012D+01,-0.273484D+01,0.133869D+01,9
5708,H,0.904562D+01,0.664151D+01,-0.846495D+01,9
5709,H,0.525988D+01,0.140725D+02,-0.356822D+02,9
5710,O,0.496027D+01,-0.175036D+01,-0.375956D+01,9
5711,H,0.103071D+01,0.247116D+02,-0.142698D+02,9
5712,H,-0.317170D+02,0.645666D+01,-0.398513D+01,9
5713,O,-0.275115D+01,-0.420190D+00,0.263369D+01,9
5714,H,-0.336071D+01,-0.749685D+00,-0.129683D+01,9
5715,H,-0.288998D+01,0.110102D+02,-0.144859D+02,9
5716,O,-0.479423D+01,-0.179236D+01,0.813184D+01,9
5717,H,-0.131575D+01,0.441176D+02,-0.132152D+02,9
5718,H,-0.101801D+02,-0.142049D+02,-0.345408D+02,9
5719,O,-0.121846D+01,-0.197083D+01,-0.204411D+01,9
5720,H,-0.127105D+02,0.872597D+01,0.215960D+02,9
5721,H,-0.146672D+02,0.574093D+01,-0.958823D+01,9
5722,O,-0.175578D+01,-0.171270D+01,0.136305D+01,9
5723,H,0.216423D+02,0.189492D+02,0.104427D+01,9
5724,H,0.578338D+01,0.147911D+02,0.247160D+02,9
5725,O,-0.977915D+00,0.524260D+01,0.161031D+01,9
5726,H,-0.362705D+01,0.598916D+01,0.901793D+01,9
5727,H,-0.112739D+02,0.117993D+02,0.134880D+01,9
5728,O,0.156477D+01,-0.876586D+01,0.265885D+01,9
5729,H,-0.103119D+02,-0.187987D+02,0.205954D+02,9
5730,H,-0.639329D+01,0.134899D+02,-0.298165D+02,9
5731,O,-0.432875D+01,0.903156D+01,0.317832D+01,9
5732,H,0.173076D+02,0.186319D+02,-0.258492D+02,9
5733,H,0.146683D+02,-0.851312D+01,0.767930D+01,9
5734,O,-0.111923D+01,-0.856179D+01,-0.682990D+01,9
5735,H,0.368789D+01,0.651909D+01,0.505973D+00,9
5736,H,0.775507D+01,0.772322D+01,0.235988D+02,9
5737,O,0.408214D+01,-0.220222D+01,-0.368373D+00,9
5738,H,-0.173124D+02,0.289172D+02,0.822943D+00,9
5739,H,0.158926D+02,0.241081D+02,-0.156396D+01,9
5740,O,0.220839D+01,0.838335D+01,0.518317D+01,9
5741,H,-0.216337D+00,-0.228085D+02,-0.165602D+02,9
5742,H,0.141816D+02,-0.441393D+01,0.104666D+02,9
5743,O,-0.319577D+00,0.205029D+00,-0.225248D+01,9
5744,H,0.892823D+01,0.531304D+01,-0.101155D+02,9
5745,H,-0.112853D+02,-0.435127D+02,-0.693536D+01,9
5746,O,0.596832D+01,-0.312754D+01,-0.248786D+01,9
5747,H,-0.661018D+01,0.920962D+01,-0.285208D+01,9
5748,H,-0.105725D+02,0.148946D+02,-0.570652D+00,9
5749,O,-0.945651D+00,0.298446D+01,0.222376D+01,9
5750,H,0.329625D+02,0.137504D+01,0.191457D+02,9
5751,H,0.300191D+02,-0.423043D+02,-0.215660D+02,9
5752,O,0.554631D+01,0.186354D+01,0.119612D+01,9
5753,H,0.117145D+02,-0.254949D+02,0.298954D+02,9
5754,H,0.919561D+01,-0.119253D+02,-0.216856D+00,9
5755,O,0.448182D+01,0.753114D+01,0.315062D+01,9
5756,H,0.269631D+02,0.264328D+02,-0.811625D+00,9
5757,H,0.241731D+02,0.254415D+02,-0.277360D+02,9
5758,O,0.359005D+01,-0.194271D+01,0.287988D+01,9
5759,H,0.390553D+02,0.352604D+02,-0.450947D+02,9
5760,H,0.945297D+01,0.358093D+02,0.672349D+01,9
5761,O,-0.966540D+01,0.383006D+00,0.797297D+01,9
5762,H,-0.485396D+02,0.301732D+02,-0.209130D+01,9
5763,H,-0.349731D+02,-0.230175D+02,-0.448289D+02,9
5764,O,-0.599129D+00,-0.558394D+00,0.327039D+01,9
5765,H,0.437778D+01,0.236377D+02,0.107223D+02,9
5766,H,-0.334970D+02,0.282633D+01,0.134227D+02,9
5767,O,0.477838D+01,0.504564D+00,-0.554935D+01,9
5768,H,-0.223846D+01,0.229334D+02,-0.238957D+02,9
5769,H,0.889091D+01,-0.788061D+01,0.235870D+01,9
5770,O,0.305501D+01,-0.523218D+01,0.217790D+01,9
5771,H,-0.199522D+02,-0.454426D+01,-0.104856D+02,9
5772,H,0.579410D+00,0.111766D+02,-0.166339D+02,9
5773,O,-0.734790D+01,-0.404190D+01,0.103355D+01,9
5774,H,0.129735D+02,-0.277952D+00,-0.191377D+02,9
5775,H,0.432945D+01,-0.719934D+00,0.164088D+02,9
5776,O,0.880548D+01,0.359844D+00,-0.378852D+01,9
5777,H,0.496347D+01,0.260187D+02,-0.590680D+02,9
5778,H,-0.153297D+01,0.141388D+02,0.304620D+02,9
5779,O,-0.312318D+01,0.751046D+01,0.796953D+01,9
5780,H,-0.112585D+02,-0.197124D+02,-0.595066D+01,9
5781,H,-0.495910D+01,0.205812D+02,-0.130980D+02,9
5782,O,-0.263099D+01,-0.657121D+01,-0.682995D+01,9
5783,H,-0.150275D+02,0.119588D+02,-0.309112D+02,9
5784,H,-0.457364D+01,-0.322591D+01,-0.277252D+02,9
5785,O,0.208751D+00,-0.148361D+01,-0.924134D+01,9
5786,H,-0.117500D+02,-0.205586D+02,0.137564D+02,9
5787,H,0.296656D+02,0.376731D+01,-0.305857D+02,9
5788,O,-0.276416D+01,-0.342943D+01,0.313764D+01,9
5789,H,-0.136180D+02,0.998648D+01,0.123200D+02,9
5790,H,-0.565271D+01,0.889648D+01,0.261805D+02,9
5791,O,-0.487914D+01,-0.656291D+01,0.160201D+01,9
5792,H,-0.130442D+02,-0.194204D+02,-0.100796D+01,9
5793,H,0.409162D+01,-0.305448D+02,-0.835046D+01,9
5794,O,-0.982996D+00,0.111926D+01,-0.131088D+01,9
5795,H,-0.392452D+01,0.115818D+02,-0.152203D+02,9
5796,H,0.229889D+01,0.720867D+01,0.898947D+01,9
5797,O,-0.440652D+01,0.110595D+01,0.219296D+01,9
5798,H,0.125312D+02,0.801057D+01,-0.790211D+01,9
5799,H,0.216807D+01,0.506863D+00,-0.167132D+02,9
5800,O,0.130770D+01,0.346669D+01,0.578295D+00,9
5801,H,-0.429193D+01,0.134456D+02,0.270510D+02,9
5802,H,0.116833D+02,0.698810D+01,-0.938014D+01,9
5803,O,-0.928012D+01,-0.757771D+01,-0.711045D+00,9
5804,H,0.857178D+01,-0.625641D+01,-0.520657D+01,9
5805,H,-0.190231D+02,-0.842533D+01,-0.288900D+02,9
5806,O,-0.561161D+00,-0.593625D+01,0.179986D+00,9
5807,H,-0.701668D+01,-0.411673D+02,0.487704D+01,9
5808,H,-0.226892D-01,0.220338D+01,0.200751D+02,9
5809,O,0.587030D+01,0.364870D+01,-0.728726D+01,9
5810,H,0.188073D+02,-0.160205D+02,-0.307803D+01,9
5811,H,0.306529D+02,-0.271184D+01,-0.272280D+02,9
5812,O,0.706144D+01,-0.302685D+01,-0.670237D+01,9
5813,H,0.283421D+02,-0.149482D+02,-0.132788D+02,9
5814,H,0.321383D+02,-0.129843D+02,-0.128647D+02,9
5815,O,0.397357D+01,0.641014D+01,0.432149D+01,9
5816,H,-0.104316D+02,0.230320D+02,-0.704805D+01,9
5817,H,-0.220807D+02,-0.657258D+01,0.469980D+02,9
5818,O,-0.378849D+01,0.188159D+01,-0.104355D+02,9
5819,H,-0.196218D+02,-0.562201D+01,-0.371436D+00,9
5820,H,0.200823D+01,-0.216263D+01,-0.134212D+02,9
5821,O,-0.403054D+01,0.823472D+00,0.339151D+00,9
5822,H,0.214938D+02,0.350942D+01,-0.877385D+01,9
5823,H,0.950050D+01,-0.810057D+01,-0.430034D-01,9
5824,O,-0.396256D+01,0.914248D+01,-0.889938D+01,9
5825,H,0.177106D+02,-0.215819D+02,-0.874482D+01,9
