,symbol,x,y,z,frame
973,H,0.195233D+02,0.416926D+02,-0.746445D+01,1
974,H,-0.342071D+02,0.104702D+02,-0.192382D+01,1
975,O,0.778034D+01,0.431002D+01,0.362467D+01,1
976,H,-0.106579D+02,-0.226122D+02,0.191650D+02,1
977,H,0.232798D+02,-0.102042D+01,-0.118343D+01,1
978,O,0.233306D+01,0.639424D+01,-0.286659D+01,1
979,H,0.354117D+00,-0.977067D+01,-0.705366D+01,1
980,H,0.446514D+02,0.391793D+01,0.163363D+02,1
981,O,-0.607128D+01,-0.359860D+01,0.441442D+01,1
982,H,-0.104915D+02,-0.120929D+02,0.538723D+01,1
983,H,-0.178705D+02,-0.223809D+00,0.192254D+02,1
984,O,-0.446523D+01,0.439956D+00,-0.351281D+01,1
985,H,-0.244805D+02,-0.417122D+01,-0.170514D+02,1
986,H,-0.644328D+01,-0.158187D+01,0.183128D+02,1
987,O,0.372584D+00,0.201331D+01,-0.103271D+01,1
988,H,0.286221D+02,-0.204725D+02,-0.406228D+01,1
989,H,0.124973D+02,-0.184831D+02,0.704625D-01,1
990,O,0.103983D+00,-0.266497D+01,-0.570389D+01,1
991,H,0.336909D+02,0.645591D+01,0.191328D+02,1
992,H,0.374216D+01,0.266859D+02,-0.135013D+01,1
993,O,-0.138051D+01,0.124434D+01,0.211585D+01,1
994,H,0.698364D+01,-0.148380D+02,-0.502473D+01,1
995,H,-0.802454D+01,-0.707258D+01,0.406922D+01,1
996,O,-0.381622D+01,0.274542D+01,0.710985D+01,1
997,H,-0.592523D+01,0.103348D+02,-0.270221D+02,1
998,H,-0.210936D+02,-0.524460D+02,-0.451293D+01,1
999,O,-0.204614D+01,0.807113D+00,-0.322800D+01,1
1000,H,0.115307D+00,-0.511753D+01,0.114711D+02,1
1001,H,-0.158965D+02,-0.401605D+01,0.105489D+00,1
1002,O,0.976005D+00,0.258465D+01,0.462116D+01,1
1003,H,0.348606D+01,-0.422226D+02,-0.175542D+02,1
1004,H,-0.194193D+02,0.775522D+01,-0.839836D+01,1
1005,O,-0.164289D+01,0.523476D+01,0.281730D+01,1
1006,H,-0.113685D+02,0.318622D+01,0.640190D+01,1
1007,H,0.702209D+01,0.147266D+02,-0.151926D+02,1
1008,O,0.470855D+01,0.130826D+01,-0.249663D+01,1
1009,H,-0.106130D+02,0.231579D+02,-0.974945D+01,1
1010,H,-0.761147D+01,-0.292145D+02,-0.617024D+01,1
1011,O,-0.631160D-01,0.105132D+02,-0.992187D+00,1
1012,H,0.194049D+01,-0.825289D+01,0.665962D+01,1
1013,H,-0.761791D+01,0.271455D+02,0.143288D+02,1
1014,O,-0.169928D+01,-0.719664D+01,-0.414672D+01,1
1015,H,0.103245D+01,-0.398909D+00,0.162605D+02,1
1016,H,-0.295394D+01,-0.214828D+02,-0.188661D+02,1
1017,O,0.119102D+01,-0.543795D+00,-0.230434D+01,1
1018,H,0.180378D+02,0.313547D+02,0.183884D+02,1
1019,H,0.307549D+02,0.290443D+01,0.271410D+01,1
1020,O,0.231064D+01,0.669775D+01,0.508022D+01,1
1021,H,-0.144036D+01,-0.618149D+01,-0.192857D+02,1
1022,H,-0.335929D+01,-0.199089D+01,0.809498D+01,1
1023,O,-0.181827D+01,-0.562795D+00,-0.504643D+00,1
1024,H,0.883547D+01,0.853463D+01,-0.158705D+02,1
1025,H,0.968008D+01,-0.351917D+02,-0.261126D+02,1
1026,O,0.664032D+01,-0.313406D+01,0.228728D+01,1
1027,H,-0.899868D+01,0.149308D+02,-0.185737D+02,1
1028,H,0.138912D+02,0.141346D+02,-0.690055D+01,1
1029,O,0.572321D+01,-0.712595D+00,-0.143142D+01,1
1030,H,0.278465D+02,-0.317508D+02,0.449858D+02,1
1031,H,-0.318239D+02,0.948637D+01,-0.659444D+01,1
1032,O,0.805272D+01,-0.300174D+01,0.285378D+01,1
1033,H,-0.176687D+02,0.262728D+02,-0.131555D+01,1
1034,H,-0.120311D+01,0.135287D+02,0.468378D+01,1
1035,O,0.426200D+01,0.106260D+02,-0.746802D+00,1
1036,H,0.114780D+02,0.109038D+02,0.745792D+01,1
1037,H,0.405040D+02,-0.723748D+01,0.231372D+02,1
1038,O,0.870714D+01,0.499034D+01,-0.194851D+01,1
1039,H,-0.503475D+02,-0.212381D+02,0.136648D+02,1
1040,H,0.857249D+01,-0.322496D+01,0.448625D+02,1
1041,O,-0.120547D+01,-0.444849D+01,0.584533D+01,1
1042,H,0.142785D+01,0.697440D+01,-0.102255D+02,1
1043,H,-0.841010D+01,-0.183736D+02,-0.928657D+01,1
1044,O,0.749817D+00,-0.166615D+01,0.720365D+01,1
1045,H,0.246739D+02,0.689871D+01,0.123242D+02,1
1046,H,0.288314D+02,-0.108518D+02,-0.214698D+02,1
1047,O,0.813530D+01,-0.918959D+00,-0.344504D+01,1
1048,H,-0.138491D+02,-0.179454D+02,-0.902346D+01,1
1049,H,0.330666D-01,-0.275407D+02,-0.160663D+02,1
1050,O,-0.254825D+01,-0.222550D+01,-0.604964D+01,1
1051,H,-0.364516D+02,-0.226372D+02,-0.310425D+01,1
1052,H,-0.302222D+01,-0.616843D+01,0.169695D+02,1
1053,O,-0.491815D+01,-0.214358D+01,0.165176D+01,1
1054,H,-0.372866D+01,-0.211604D+02,-0.690729D+01,1
1055,H,-0.175336D+02,-0.996758D+01,-0.563382D+01,1
1056,O,0.797683D+01,-0.284436D+01,0.605136D+01,1
1057,H,0.924848D+01,0.724323D+01,0.142813D+02,1
1058,H,-0.568715D+01,-0.102928D+02,0.984371D+01,1
1059,O,-0.413753D+01,0.443798D+01,0.687386D+01,1
1060,H,-0.138064D+02,0.387012D+02,0.123273D+02,1
1061,H,0.136885D+02,0.109341D+02,-0.139855D+02,1
1062,O,-0.556648D+01,-0.151310D+01,-0.397406D+01,1
1063,H,0.412128D+02,0.203067D+02,-0.294888D+01,1
1064,H,-0.260111D+02,-0.200595D+02,-0.307943D+02,1
1065,O,0.288536D+01,0.497949D+01,-0.107484D+02,1
1066,H,-0.982081D+01,0.233645D+02,-0.171930D+02,1
1067,H,-0.523455D+00,0.321065D+02,-0.419973D+01,1
1068,O,-0.375424D+01,-0.185435D+01,0.516364D+01,1
1069,H,-0.390555D+01,0.489274D+01,0.227926D+02,1
1070,H,0.349444D+00,-0.110096D+02,-0.164487D+02,1
1071,O,-0.665047D+01,-0.767074D+01,-0.522014D+00,1
1072,H,-0.776008D+01,-0.635018D+01,-0.181736D+02,1
1073,H,-0.148174D+01,-0.143806D+02,0.184597D+02,1
1074,O,0.317259D+00,0.343855D+01,-0.176142D+01,1
1075,H,-0.171211D+02,-0.513588D+01,0.820001D+00,1
1076,H,-0.514219D+01,-0.128857D+02,0.100252D+00,1
1077,O,-0.826779D+00,-0.318907D+01,-0.261585D+01,1
1078,H,0.256031D+01,-0.220569D+02,0.145136D+02,1
1079,H,0.186919D+01,-0.105038D+01,-0.177153D+02,1
1080,O,0.259146D+01,0.390101D+01,0.274143D+01,1
1081,H,0.601520D+01,0.134618D+02,-0.270463D+02,1
1082,H,-0.189997D+02,0.785101D-01,0.103838D+02,1
1083,O,-0.758168D+01,-0.774325D+01,-0.105998D+01,1
1084,H,-0.143514D+02,-0.123761D+02,-0.249679D+02,1
1085,H,-0.230575D+02,0.321830D+00,-0.359038D+01,1
1086,O,-0.119373D+01,-0.874919D+01,0.283890D+01,1
1087,H,0.201481D+02,-0.127826D+02,-0.851506D+01,1
1088,H,-0.529309D+01,-0.202575D+02,-0.524197D+01,1
1089,O,0.739002D+01,0.157195D+01,-0.896097D+01,1
1090,H,0.396128D+01,0.619996D+01,-0.123043D+02,1
1091,H,0.219996D+02,0.779427D+01,0.966328D+01,1
1092,O,0.114210D+02,-0.111354D+01,-0.864355D+01,1
1093,H,-0.237710D+02,0.278593D+00,-0.950727D+00,1
1094,H,0.559727D+01,-0.190405D+02,0.791964D+01,1
1095,O,-0.504954D+01,0.570065D+01,-0.342481D+01,1
1096,H,-0.479261D+02,-0.736060D+01,-0.168177D+02,1
1097,H,-0.286790D+02,-0.186327D+02,0.747691D+01,1
1098,O,-0.486758D+01,0.544946D+00,-0.890208D+01,1
1099,H,0.868977D+00,0.290898D+01,-0.263038D+02,1
1100,H,-0.817769D+00,0.101157D+02,-0.123283D+02,1
1101,O,-0.383579D+01,-0.291603D+01,0.189149D+00,1
1102,H,-0.381283D+01,-0.212337D+01,-0.245252D+02,1
1103,H,0.426397D+01,0.158739D+02,0.608130D+01,1
1104,O,-0.646586D+01,0.693164D+01,-0.807823D+01,1
1105,H,0.125097D+02,0.798193D+00,-0.393916D+02,1
1106,H,0.235759D+02,-0.249080D+01,-0.129683D+02,1
1107,O,0.188087D+01,0.147454D+01,-0.665596D+01,1
1108,H,0.993523D+01,0.706957D+01,0.555564D+01,1
1109,H,0.489711D+01,0.115858D+02,-0.350820D+02,1
1110,O,-0.363452D+01,-0.293830D+00,0.208080D+01,1
1111,H,0.154032D+02,0.220628D+02,0.796949D+01,1
1112,H,0.131508D+02,0.147789D+02,0.708867D+01,1
1113,O,-0.475678D+01,0.250030D+01,-0.461035D+01,1
1114,H,-0.598940D+01,0.182109D+02,-0.864421D+01,1
1115,H,-0.777092D+01,-0.303350D+02,-0.232311D+02,1
1116,O,0.610937D+01,0.413616D+00,0.195996D+01,1
1117,H,0.877138D+01,0.148925D+01,-0.268293D+01,1
1118,H,0.186085D+02,0.593217D+01,0.477652D+01,1
1119,O,-0.256151D+01,0.437366D+01,-0.391845D+01,1
1120,H,0.186215D+01,-0.826605D+01,0.168701D+02,1
1121,H,0.261393D+02,-0.352325D+01,-0.386863D+01,1
1122,O,0.555504D+00,0.453518D+01,-0.381803D+00,1
1123,H,-0.692257D+01,0.106777D+02,0.136778D+02,1
1124,H,0.119244D+02,0.725926D+01,0.385428D+01,1
1125,O,-0.101785D+02,-0.785202D+01,0.191198D+00,1
1126,H,0.297159D+01,0.112039D+02,0.384925D+01,1
1127,H,-0.143813D+02,-0.129042D+02,0.259536D+02,1
1128,O,0.123924D+01,-0.497816D+01,-0.542568D+01,1
1129,H,-0.257530D+02,-0.496128D+01,0.312654D+02,1
1130,H,0.680413D+01,-0.178512D+02,0.240393D+02,1
1131,O,0.148484D+01,-0.328267D+01,-0.641867D+01,1
1132,H,-0.861184D+01,-0.109346D+02,0.641599D+01,1
1133,H,-0.515037D+01,-0.227675D+02,-0.679068D+01,1
1134,O,-0.350145D+01,0.152167D+01,-0.587382D+01,1
1135,H,0.933329D+00,0.365828D+01,0.936232D+01,1
1136,H,0.138694D+01,-0.220554D+02,0.245349D+02,1
1137,O,-0.312065D+01,0.432314D+01,0.991734D+00,1
1138,H,0.200592D+02,-0.142561D+02,0.155729D+02,1
1139,H,-0.753828D+00,0.156573D+02,-0.680831D+01,1
1140,O,0.462577D+01,-0.443207D+01,0.887810D+00,1
1141,H,-0.125267D+01,0.461068D+01,-0.418266D+01,1
1142,H,-0.285255D+01,-0.627470D+01,-0.150134D+01,1
1143,O,-0.269691D+01,-0.513244D+01,0.738489D+01,1
1144,H,0.366924D+01,-0.278625D+02,0.528505D+01,1
1145,H,-0.224698D+02,-0.101644D+02,-0.188595D+02,1
1146,O,0.105347D+01,0.209834D+01,-0.258897D+00,1
1147,H,0.100825D+02,-0.857842D+01,0.203985D+02,1
1148,H,-0.123993D+02,-0.209997D+02,0.536389D+01,1
1149,O,-0.290937D+01,0.801093D+01,0.535700D+01,1
1150,H,-0.906914D+01,-0.140901D+02,0.607705D+01,1
1151,H,-0.847279D+01,0.956844D+00,0.160900D+02,1
1152,O,-0.134441D+02,0.566344D+01,0.773058D+01,1
1153,H,-0.118885D+02,0.118964D+02,-0.225610D+02,1
1154,H,-0.117858D+02,-0.229506D+02,0.395833D+01,1
1155,O,0.361518D+01,0.555675D+01,0.935064D+00,1
1156,H,-0.294986D+02,-0.118931D+02,-0.153031D+02,1
1157,H,-0.148427D+02,0.819989D+01,-0.404760D+01,1
1158,O,-0.171689D+01,0.514831D+01,-0.219494D+00,1
1159,H,0.146865D+02,-0.102444D+02,-0.222572D+02,1
1160,H,0.606049D+01,0.151622D+02,0.188548D+02,1
1161,O,0.411715D+00,-0.557865D-01,0.582649D+01,1
1162,H,-0.886235D+01,0.292556D+02,-0.246830D+02,1
1163,H,0.358722D+00,0.317311D+02,0.112555D+02,1
1164,O,0.432064D+01,0.664269D+00,0.115327D+01,1
1165,H,0.117421D+02,-0.393582D+01,0.154812D+02,1
1166,H,-0.940467D+01,-0.301669D+02,-0.162053D+01,1
1167,O,-0.130181D+01,-0.151619D+01,-0.327142D+01,1
1168,H,-0.100739D+02,-0.136653D+02,-0.225843D+02,1
1169,H,0.120135D+01,-0.210637D+02,-0.576777D+01,1
1170,O,-0.252062D+01,0.849530D+00,-0.967082D+00,1
1171,H,-0.261377D+02,-0.440630D+01,-0.178649D+02,1
1172,H,0.283621D+02,0.168478D+02,-0.143201D+02,1
1173,O,-0.182527D+01,-0.321573D+01,-0.207877D+01,1
1174,H,0.203654D+02,-0.374169D+01,-0.167448D+02,1
1175,H,0.165381D+02,-0.155011D+02,-0.817537D+01,1
1176,O,-0.151704D+01,-0.603566D+01,-0.116546D+01,1
1177,H,-0.228191D+01,-0.890797D+01,-0.165820D+00,1
1178,H,-0.115329D+02,0.116377D+02,-0.108837D+02,1
1179,O,0.701931D+00,0.466130D+01,0.729677D+01,1
1180,H,0.117367D+02,0.773421D+01,-0.152917D+02,1
1181,H,0.139154D+02,0.526911D+00,0.105477D+02,1
1182,O,0.527924D+00,-0.188958D+01,-0.942999D+01,1
1183,H,0.132270D+01,0.896620D+01,0.418825D+01,1
1184,H,0.109202D+02,-0.777200D+00,-0.579841D+01,1
1185,O,0.622377D+01,0.144375D+01,0.339531D+01,1
1186,H,-0.221839D+02,-0.120547D+01,-0.180310D+02,1
1187,H,0.192279D+02,-0.186349D+02,-0.298558D+02,1
1188,O,-0.471822D+01,-0.265943D+01,0.857951D+00,1
1189,H,0.275008D+02,-0.204405D+01,-0.183037D+02,1
1190,H,-0.111939D+02,-0.807230D+01,0.791834D+01,1
1191,O,-0.687674D+00,0.360381D+01,0.490789D+01,1
1192,H,0.168895D+02,-0.153623D+02,-0.439772D+02,1
1193,H,-0.115710D+02,0.235898D+02,-0.239649D+02,1
1194,O,0.276545D+01,0.589405D+01,0.308549D+01,1
1195,H,0.961873D+01,-0.280894D+01,0.153705D+02,1
1196,H,0.134730D+02,0.158923D+02,-0.389447D+02,1
1197,O,0.592902D+00,0.188069D+01,0.261705D+01,1
1198,H,0.322835D+02,-0.120356D+02,-0.159643D+02,1
1199,H,0.397699D+01,-0.239825D+01,-0.198572D+02,1
1200,H,0.741796D+01,0.266349D+01,-0.919998D+01,2
1201,O,-0.497820D+00,-0.814600D+01,0.395866D+01,2
1202,H,-0.278399D+02,0.321086D+02,-0.570134D+02,2
1203,H,0.285135D+01,-0.385701D+02,0.265320D+02,2
1204,O,0.142257D+01,0.918847D+01,0.421869D+01,2
1205,H,0.228825D+01,-0.192392D+02,-0.188598D+02,2
1206,H,0.360019D+01,-0.309751D+02,0.139807D+02,2
1207,O,0.935514D+00,0.192569D+01,0.111754D+02,2
1208,H,-0.153067D+02,0.248647D+01,-0.258037D+02,2
1209,H,0.301494D+01,-0.231932D+02,-0.136926D+02,2
1210,O,0.731992D+00,0.201860D+01,-0.229683D+01,2
1211,H,-0.189484D+02,-0.114174D+02,-0.680291D+01,2
1212,H,0.143556D+02,-0.619704D+01,-0.231936D+01,2
1213,O,-0.660097D+01,0.215131D+01,-0.125887D+01,2
1214,H,-0.204137D+01,-0.600078D+01,0.772036D+01,2
1215,H,0.124992D+02,-0.154248D+02,-0.205398D+02,2
1216,O,-0.318292D+01,-0.463221D+01,-0.709567D+01,2
1217,H,-0.133511D+02,-0.167399D+02,-0.787039D+01,2
1218,H,0.223211D+02,0.179254D+01,0.579647D+01,2
1219,O,-0.182319D+01,-0.354743D+01,-0.843355D+01,2
1220,H,0.611831D+01,0.391511D+00,-0.397498D+01,2
1221,H,0.145816D+02,-0.130829D+02,-0.888802D+00,2
1222,O,-0.109141D+01,0.226949D+01,0.826444D+01,2
1223,H,0.242666D+02,0.368299D+01,-0.800083D+01,2
1224,H,0.112079D+02,0.751096D+01,-0.712178D+01,2
1225,O,-0.606836D+00,-0.219853D+01,0.803900D+01,2
1226,H,-0.110215D+01,-0.321709D+02,-0.964296D+01,2
1227,H,0.234375D+01,-0.175453D+02,-0.974558D+01,2
1228,O,0.423578D+01,-0.154921D+01,-0.643338D+01,2
1229,H,-0.104635D+02,-0.172194D+02,0.783971D+01,2
1230,H,-0.186585D+02,-0.860507D+01,-0.121885D+02,2
1231,O,0.901484D+01,-0.208865D+01,0.298977D+00,2
1232,H,0.709961D+01,0.767364D+01,-0.672408D+01,2
1233,H,-0.785748D+01,-0.226804D+01,-0.245303D+02,2
1234,O,-0.558278D+01,0.421552D+01,-0.189520D+01,2
1235,H,-0.247870D+02,0.227791D+02,0.113940D+02,2
1236,H,-0.281061D+02,-0.160850D+02,-0.102150D+02,2
1237,O,0.381929D+01,0.805165D+00,-0.902774D+01,2
1238,H,0.121654D+02,0.472640D+01,-0.140695D+02,2
1239,H,0.858769D+01,-0.392068D+01,0.165421D+01,2
1240,O,-0.358579D+01,-0.303305D+01,0.421500D+01,2
1241,H,-0.125769D+02,-0.198055D+02,-0.186882D+01,2
1242,H,-0.131634D+02,0.137187D+02,-0.181467D+02,2
1243,O,-0.549082D+01,-0.104746D+02,0.227822D+01,2
1244,H,-0.350746D+01,-0.226417D+02,0.831564D+01,2
1245,H,-0.212586D+02,-0.499120D+01,0.146413D+02,2
1246,O,-0.786633D+01,-0.510951D+01,0.104433D-01,2
1247,H,0.545588D+00,0.152426D+02,-0.468724D+00,2
1248,H,-0.432638D+02,0.232520D+02,-0.136426D+02,2
1249,O,0.722970D+01,-0.281981D+01,-0.242171D+01,2
1250,H,0.296356D+02,0.572758D+01,-0.203931D+02,2
1251,H,0.390550D+01,0.102785D+02,0.230825D+02,2
1252,O,-0.322849D+01,-0.282440D+01,-0.847590D+00,2
1253,H,-0.175743D+02,0.190535D+02,0.110348D+01,2
1254,H,-0.651039D+01,-0.227190D+01,0.116281D+02,2
1255,O,-0.316443D+01,-0.475830D+00,-0.711928D+01,2
1256,H,0.661700D+01,-0.197595D+02,0.270452D+02,2
1257,H,-0.564365D+01,0.225582D+01,0.114911D+02,2
1258,O,-0.118964D+01,-0.447292D+01,0.353485D+00,2
1259,H,-0.116186D+02,-0.144309D+02,-0.211183D+02,2
1260,H,0.512469D+01,-0.128097D+02,-0.110394D+02,2
1261,O,-0.482629D+01,-0.255424D+01,-0.288595D+01,2
1262,H,0.847041D+01,-0.688969D+01,0.238640D+02,2
1263,H,-0.187652D+02,-0.239976D+01,0.258204D+01,2
1264,O,0.122598D+02,0.417644D+01,-0.116629D+02,2
1265,H,-0.387325D+01,0.215672D+02,-0.230042D+02,2
1266,H,0.730583D+01,-0.223785D+01,-0.108984D+02,2
1267,O,0.123849D+01,0.238130D+01,0.109705D+02,2
1268,H,0.276362D+01,0.271892D+02,-0.669342D+01,2
1269,H,0.106766D+02,0.269902D+02,-0.164700D+02,2
1270,O,0.646729D+01,0.883046D+01,-0.988773D+00,2
1271,H,0.197872D+02,-0.131189D+02,0.893737D+01,2
1272,H,-0.235982D+02,-0.150064D+01,0.146512D+02,2
1273,O,0.387038D-01,0.407346D+01,0.341612D+01,2
1274,H,-0.152124D+02,-0.993030D+00,0.916322D+01,2
1275,H,-0.104493D+02,-0.152634D+02,-0.143177D+02,2
1276,O,0.246723D+01,0.146174D+01,-0.318349D+01,2
1277,H,0.126891D+01,-0.133452D+02,-0.331648D+00,2
1278,H,0.775113D+01,0.265223D+01,0.813205D+01,2
1279,O,0.190088D+01,0.194057D+01,0.626798D+01,2
1280,H,0.631879D+01,-0.144367D+01,-0.153262D+02,2
1281,H,0.249934D+02,-0.203487D+02,0.254805D+01,2
1282,O,0.723950D+01,0.122460D+00,-0.455608D+01,2
1283,H,0.195383D+02,-0.799591D+01,0.131111D+02,2
1284,H,0.156373D+02,-0.953302D+01,-0.978449D+01,2
1285,O,0.598316D+01,-0.130558D+01,0.214072D+01,2
1286,H,0.149258D+02,-0.598508D+01,-0.864558D+01,2
1287,H,0.255020D+02,-0.133408D+02,-0.124813D+01,2
1288,O,-0.693165D+01,0.333962D+01,-0.754810D+01,2
1289,H,0.846118D+01,0.635240D+01,-0.248088D+01,2
1290,H,-0.148026D+02,-0.124530D+02,-0.558084D+01,2
1291,O,-0.956412D+01,0.445194D+01,0.166015D+01,2
1292,H,-0.365380D+02,0.133251D+02,-0.403107D+02,2
1293,H,0.144671D+01,-0.189427D+02,-0.292947D+02,2
1294,O,0.374907D+01,0.709878D+00,-0.135560D+01,2
1295,H,0.252404D+02,-0.378550D+02,-0.145992D+02,2
1296,H,-0.120893D+02,-0.131248D+02,0.845772D+00,2
1297,O,-0.108131D+01,0.180236D+00,-0.239266D+01,2
1298,H,0.155314D+02,0.162711D+02,-0.359379D+02,2
1299,H,-0.325730D+02,-0.228972D+02,-0.131513D+02,2
1300,O,-0.143203D+01,-0.140613D+01,0.649030D+01,2
1301,H,0.590254D+01,0.152150D+02,-0.961906D+01,2
1302,H,0.653165D+00,-0.726713D+00,0.708899D+00,2
1303,O,0.667391D+01,-0.683137D+01,-0.747538D+01,2
1304,H,0.117181D+02,0.208401D+02,-0.163858D+02,2
1305,H,-0.968533D+01,0.158087D+00,-0.214648D+02,2
1306,O,-0.241162D+01,0.917599D+00,-0.135213D+00,2
1307,H,0.143801D+02,0.115770D+02,0.143375D+02,2
1308,H,-0.141417D+02,-0.681430D+01,-0.910230D+01,2
1309,O,0.389140D+01,0.285139D+01,0.146914D+01,2
1310,H,0.631123D+01,0.265619D+02,0.169633D+02,2
1311,H,-0.330843D+00,0.452082D+01,-0.132751D+02,2
1312,O,0.284987D+01,-0.582761D+01,0.672428D+01,2
1313,H,-0.839172D+01,-0.241588D+02,-0.132471D+02,2
1314,H,-0.486235D+01,0.559598D+01,-0.197771D+02,2
1315,O,0.282922D+01,-0.266101D+01,0.387459D+01,2
1316,H,0.440437D+02,0.413988D+02,-0.117241D+02,2
1317,H,0.109410D+02,0.246725D+01,-0.130609D+02,2
1318,O,-0.261310D+01,-0.439071D+01,-0.326777D+01,2
1319,H,-0.446866D+01,0.141142D+02,0.175438D+02,2
1320,H,-0.226765D+02,-0.113831D+02,0.235637D+02,2
1321,O,0.286991D+01,-0.403039D+01,0.227023D+01,2
1322,H,0.465101D+02,-0.129286D+02,-0.114007D+02,2
1323,H,-0.115711D+02,-0.875565D+01,0.180234D+02,2
1324,O,0.884655D+01,-0.271226D+01,-0.135374D+01,2
1325,H,0.147469D+02,-0.837365D+01,0.159005D+02,2
1326,H,0.122300D+02,0.207479D+02,-0.285415D+02,2
1327,O,-0.150998D+01,-0.263733D+01,0.206659D+01,2
1328,H,-0.219484D+02,-0.238698D+01,-0.746108D+01,2
1329,H,-0.855347D+01,-0.129786D+01,-0.113934D+02,2
1330,O,0.684695D+01,-0.113525D+01,-0.246586D+01,2
1331,H,-0.444865D+01,0.158501D+02,0.319436D+01,2
1332,H,-0.216284D+01,0.125905D+02,0.495064D+01,2
1333,O,-0.196684D+01,-0.449974D+01,0.533137D+01,2
1334,H,0.201703D+02,0.296800D+01,0.145575D+02,2
1335,H,-0.161404D+02,-0.111093D+02,0.209001D+02,2
1336,O,-0.703755D+01,-0.318664D-01,0.367285D+00,2
1337,H,0.613002D+01,-0.342556D+01,0.651042D+01,2
1338,H,-0.195679D+02,-0.151085D+02,0.194347D+02,2
1339,O,-0.234046D+01,0.443724D+01,-0.615544D+01,2
1340,H,0.172732D+02,0.999872D+01,-0.541957D+01,2
1341,H,0.229536D+00,-0.117370D+02,0.932199D+00,2
1342,O,-0.100679D+01,0.687616D+00,-0.352211D+01,2
1343,H,-0.189246D+02,0.183430D+02,0.232893D+02,2
1344,H,-0.146115D+01,-0.895972D+01,-0.124685D+02,2
1345,O,0.554084D+01,0.699404D+01,0.404588D+00,2
1346,H,-0.158385D+02,0.125831D+02,0.260474D+01,2
1347,H,0.237670D+02,-0.219855D+00,-0.198084D+01,2
1348,O,0.229760D+01,-0.537122D+01,0.480617D+01,2
1349,H,-0.112423D+02,0.100078D+01,0.289373D+02,2
1350,H,0.316786D+02,-0.565212D+01,0.115935D+02,2
1351,O,-0.103233D+01,-0.444647D+01,0.826459D+01,2
1352,H,-0.542124D+01,0.176883D+02,-0.554749D+01,2
1353,H,-0.196091D+01,-0.158977D+02,-0.245219D+01,2
1354,O,-0.494996D+01,0.132394D+00,0.155257D+01,2
1355,H,0.521298D-01,0.820194D+00,-0.391597D+00,2
1356,H,0.236466D+01,-0.101421D+02,-0.147587D+02,2
1357,O,-0.132448D+01,0.268436D+01,-0.946864D-01,2
1358,H,-0.110508D+01,-0.527343D+01,0.956180D+00,2
1359,H,0.528682D+01,0.117538D+02,-0.678266D+01,2
1360,O,0.422201D+01,-0.299392D+00,-0.552921D+01,2
1361,H,-0.732683D+01,0.269558D+01,0.193545D+02,2
1362,H,-0.402263D+01,-0.548187D+02,0.351534D+01,2
1363,O,0.193416D+01,-0.201070D+01,-0.147550D+00,2
1364,H,-0.266183D+02,-0.338795D+01,0.139804D+01,2
1365,H,0.401065D+01,-0.242134D+02,0.270165D+02,2
1366,O,0.358564D+01,0.360754D+01,0.291482D+01,2
1367,H,-0.356569D+02,-0.152448D+02,0.877595D+01,2
1368,H,0.741153D+00,0.175486D+00,0.234527D+02,2
1369,O,0.839028D+01,-0.118960D+02,0.380324D+01,2
1370,H,0.175093D+02,0.928839D+01,0.120093D+02,2
1371,H,-0.203873D+02,0.208367D+01,0.934737D+01,2
1372,O,-0.808570D+00,0.198571D+01,-0.102407D+01,2
1373,H,0.146772D+02,-0.146589D+02,0.219495D+02,2
1374,H,-0.119683D+02,-0.968630D+00,-0.341322D+00,2
1375,O,-0.152447D+01,-0.694675D+01,-0.249321D+00,2
1376,H,0.281392D+02,-0.281119D+02,0.334990D+01,2
1377,H,-0.203857D+02,0.103817D+02,0.252672D+02,2
1378,O,-0.262951D+01,0.548322D+01,0.154820D+00,2
1379,H,-0.146625D+02,0.213625D+02,0.232982D+02,2
1380,H,-0.593216D+01,0.168996D+02,0.980446D+01,2
1381,O,0.883575D+01,-0.273189D+01,-0.531962D+01,2
1382,H,0.886712D+01,-0.330880D+01,-0.267467D+02,2
1383,H,0.668330D+01,0.241743D+02,0.873325D+01,2
1384,O,0.220048D+01,-0.312701D+01,-0.681654D+01,2
1385,H,-0.308512D+02,0.100680D+02,0.115674D+02,2
1386,H,-0.169079D+01,-0.261162D+01,0.643478D+01,2
1387,O,-0.288255D+01,0.533183D+01,-0.204709D-01,2
1388,H,0.194250D+02,0.258757D+02,-0.743874D+01,2
1389,H,-0.512498D+00,0.116915D+02,-0.197952D+02,2
1390,O,-0.346245D+01,0.722475D+01,0.107347D+02,2
1391,H,-0.546421D+01,0.354252D+02,-0.101462D+02,2
1392,H,-0.119028D+02,0.277420D+02,-0.602449D+01,2
1393,O,0.738046D+01,-0.168305D+00,0.193567D+01,2
1394,H,0.424444D+00,-0.103459D+02,-0.932714D+01,2
1395,H,0.268758D+02,0.777739D+01,0.294820D+02,2
1396,O,-0.252965D+01,-0.544679D+00,0.584828D+01,2
1397,H,0.646105D+01,-0.123677D+02,-0.128279D+02,2
1398,H,0.455616D+01,-0.111755D+02,-0.351951D+01,2
1399,O,0.109007D+02,0.507672D+01,-0.426884D+01,2
1400,H,-0.119262D+02,0.948621D+01,-0.129415D+02,2
1401,H,-0.158395D+02,0.499598D+02,-0.333471D+01,2
1402,O,0.477445D+01,-0.417561D+00,0.833121D+01,2
