two,dx,dy,dz,dr,atom0,atom1,projection,bond,molecule_label0,molecule_label1
15283,0.10357188675699902,-1.8370435560178748,-0.09258308158159956,1.8422887367153793,576768,576833,13,True,1.0,1.0
15319,-0.08903106283689954,-1.8129575966730016,0.06039698319900033,1.8161469029414319,576769,576834,13,True,2.0,2.0
15320,-1.7622362682372001,0.35215978831099903,-0.7709533470560004,1.9554698271593636,576769,576835,13,True,2.0,2.0
16994,-0.6161710669490006,-2.1342795606164735,-1.9871808035115,2.9805542391399165,576832,576833,13,False,1.0,1.0
17035,-1.6732052054003006,2.1651173849840006,-0.8313503302550007,2.8598063434004963,576834,576835,13,False,2.0,2.0
18333,0.7573042998800013,0.26363327839629846,1.9097365103665997,2.0712570692992016,576960,577024,13,True,1.0,1.0
18334,0.16670827102599972,-1.8099340739068666,-0.08304901117940044,1.8194917251187104,576960,577025,13,True,1.0,1.0
18370,-0.09279477900479982,-1.8441028164980011,0.06382773701199973,1.8475389167317917,576961,577026,13,True,2.0,2.0
18371,-1.7320005771069003,0.3715313213290017,-0.7337286929450002,1.9173469473931648,576961,577027,13,True,2.0,2.0
20049,-0.5905960288540015,-2.073567352303165,-1.9927855215460002,2.93592904694903,577024,577025,13,False,1.0,1.0
20089,-1.6392057981021004,2.215634137827003,-0.7975564299569999,2.8691682662753863,577026,577027,13,False,2.0,2.0
21386,0.7802516908260024,0.2257969392104009,1.8553635391737995,2.0253767109575316,577152,577216,13,True,1.0,1.0
21387,0.21975621700100234,-1.8038580636501749,-0.09355829055820042,1.8196015669476993,577152,577217,13,True,1.0,1.0
21423,-0.0908755759651001,-1.8877911963220022,0.0849347164280001,1.8918847420687523,577153,577218,13,True,2.0,2.0
21424,-1.6715766523272997,0.4159610027879985,-0.6873931405960008,1.8546431975408566,577153,577219,13,True,2.0,2.0
23098,-0.5604954738250001,-2.0296550028605758,-1.948921829732,2.8691376588133934,577216,577217,13,False,1.0,1.0
23138,-1.5807010763621996,2.3037521991100007,-0.7723278570240009,2.898685979276139,577218,577219,13,False,2.0,2.0
24437,0.7889200996069974,0.19291779467529935,1.7485239653941003,1.927938862262962,577344,577408,13,True,1.0,1.0
24438,0.2616529584529985,-1.819489662787845,-0.12721757503349984,1.8426039224576825,577344,577409,13,True,1.0,1.0
24474,-0.08984489262730033,-1.9092860278400003,0.11925556618900046,1.915115435398952,577345,577410,13,True,2.0,2.0
24475,-1.6205127565454003,0.48768212947999956,-0.6486372013149992,1.8123536278746137,577345,577411,13,True,2.0,2.0
26146,-0.5272671411539989,-2.0124074574631443,-1.8757415404276,2.8011070560547475,577408,577409,13,False,1.0,1.0
26188,-1.5306678639181,2.39696815732,-0.7678927675039997,2.945854673812438,577410,577411,13,False,2.0,2.0
27484,0.7950520121400011,0.1756440388972038,1.6317602116896,1.8236227457622025,577536,577600,13,True,1.0,1.0
27485,0.28919056401399956,-1.837729445654407,-0.18161857588189978,1.8691885953122438,577536,577601,13,True,1.0,1.0
27520,-0.0978968434278995,-1.8894621359020007,0.16083728965400113,1.8988205783337566,577537,577602,13,True,2.0,2.0
27521,-1.6105647353820993,0.5866027864590002,-0.6298940458289994,1.8261402204947739,577537,577603,13,True,2.0,2.0
29200,-0.5058614481260015,-2.013373484551611,-1.8133787875714997,2.756430884352066,577600,577601,13,False,1.0,1.0
29244,-1.5126678919541998,2.476064922361001,-0.7907313354830006,3.00737721212529,577602,577603,13,False,2.0,2.0
30530,0.8233012755059974,0.18271965558649939,1.5667791375035005,1.779328055335402,577728,577792,13,True,1.0,1.0
30531,0.2990093726139982,-1.837603513940138,-0.2495927113998997,1.8784274808839743,577728,577793,13,True,1.0,1.0
30566,-0.12180842715669993,-1.8366968787129991,0.20529301459700022,1.8521441463997306,577729,577794,13,True,2.0,2.0
30567,-1.6353993817964003,0.7003707092110005,-0.6274923889129997,1.8864773962188128,577729,577795,13,True,2.0,2.0
32245,-0.5242919028919992,-2.0203231695266375,-1.8163718489034002,2.766910624189554,577792,577793,13,False,1.0,1.0
32289,-1.5135909546397004,2.5370675879239997,-0.83278540351,3.0693975063456564,577794,577795,13,False,2.0,2.0
33582,0.8887456679319996,0.2138902454455014,1.5857354427693995,1.8303482711822077,577920,577984,13,True,1.0,1.0
33583,0.2905564843499988,-1.8109508868657862,-0.3227439672179999,1.862291559776133,577920,577985,13,True,1.0,1.0
33618,-0.16676741003140005,-1.7839281176110013,0.2523668253410012,1.8093921389197003,577921,577986,13,True,2.0,2.0
33619,-1.6612051907499001,0.8045503371729978,-0.6269426598559988,1.949348873230985,577921,577987,13,True,2.0,2.0
35302,-0.5981891835820008,-2.0248411323112876,-1.9084794099873994,2.846068440638772,577984,577985,13,False,1.0,1.0
35347,-1.4944377807185,2.588478454783999,-0.879309485197,3.1155657852270124,577986,577987,13,False,2.0,2.0
36641,0.9729765064060025,0.2553939970605015,1.6537205955882,1.935639735081185,578112,578176,13,True,1.0,1.0
36642,0.2667107368640025,-1.7689404461415101,-0.3969246871247005,1.8324393922863875,578112,578177,13,True,1.0,1.0
36676,-0.23680302677149978,-1.7666031994879994,0.3053300201159992,1.8083663785619928,578113,578178,13,True,2.0,2.0
36677,-1.6597733136420993,0.8762035204190006,-0.6162229095830014,1.9754267225508682,578113,578179,13,True,2.0,2.0
38361,-0.706265769542,-2.0243344432020116,-2.0506452827129005,2.9667974906746544,578176,578177,13,False,1.0,1.0
38405,-1.4229702868705996,2.642806719907,-0.9215529296990006,3.1398298677379004,578178,578179,13,False,2.0,2.0
39694,1.0437639849719993,0.28748824505399995,1.7153099142228,2.028393662285476,578304,578368,13,True,1.0,1.0
39695,0.23302990643299992,-1.7344183993149116,-0.4724641857848999,1.8126589662767956,578304,578369,13,True,1.0,1.0
39730,-0.3320790516744001,-1.786945799942,0.3643717634849999,1.8537040137294012,578305,578370,13,True,2.0,2.0
39731,-1.6222122410435995,0.9055512448499989,-0.5910912131730015,1.9496113546887777,578305,578371,13,True,2.0,2.0
41412,-0.8107340785389994,-2.0219066443689115,-2.1877741000077,3.0873535167376174,578368,578369,13,False,1.0,1.0
41456,-1.2901331893691994,2.692497044791999,-0.9554629766580014,3.134787629535653,578370,578371,13,False,2.0,2.0
42743,1.0800794689100002,0.2949930830016996,1.7383351095512998,2.067704411002328,578496,578560,13,True,1.0,1.0
42744,0.19536427933000056,-1.7229470848929012,-0.5500932385658004,1.8191526681658379,578496,578561,13,True,1.0,1.0
42779,-0.44438672266019985,-1.8118519714520005,0.42360361137600044,1.9130413339240644,578497,578562,13,True,2.0,2.0
42780,-1.5592825908352,0.9000580900930011,-0.5561243237319999,1.8843410060469334,578497,578563,13,True,2.0,2.0
44460,-0.8847151895799996,-2.0179401678946007,-2.2884283481171,3.176744842183902,578560,578561,13,False,1.0,1.0
44505,-1.114895868175,2.7119100615450016,-0.9797279351080004,3.0914908710222138,578562,578563,13,False,2.0,2.0
45794,1.074645636814001,0.2714048851236974,1.7131360759396004,2.040431099321442,578688,578752,13,True,1.0,1.0
45795,0.15696732487300125,-1.7289506933665315,-0.6249107203053992,1.8451077609513784,578688,578753,13,True,1.0,1.0
45830,-0.5591725930414002,-1.8046745948159995,0.47419907680800044,1.9479191837518557,578689,578754,13,True,2.0,2.0
45831,-1.5006367131555,0.8840632026449988,-0.5236338960260003,1.818700290924385,578689,578755,13,True,2.0,2.0
47503,-0.9176783119409997,-2.000355578490229,-2.3380467962449996,3.2109217907067387,578752,578753,13,False,1.0,1.0
47548,-0.9414641201140999,2.6887377974609983,-0.9978329728340007,3.018499010208944,578754,578755,13,False,2.0,2.0
48847,1.0319245992529993,0.21773873472740135,1.6464980481911997,1.9553092742176577,578880,578944,13,True,1.0,1.0
48848,0.11928022414199901,-1.7314109601229788,-0.6863726947624,1.8663116462211609,578880,578945,13,True,1.0,1.0
48884,-0.6611015830818001,-1.7481007816550012,0.5095537002250001,1.9371516769187376,578881,578946,13,True,2.0,2.0
48885,-1.4822428045426,0.8891206537599992,-0.5092178436299992,1.801910675042497,578881,578947,13,True,2.0,2.0
50563,-0.9126443751110003,-1.9491496948503801,-2.3328707429535998,3.174017988557399,578944,578945,13,False,1.0,1.0
50607,-0.8211412214607998,2.6372214354150003,-1.0187715438549994,2.9439947798124892,578946,578947,13,False,2.0,2.0
51905,0.970604966744002,0.1410675937795034,1.5658032031763005,1.8476238087229844,579072,579136,13,True,1.0,1.0
51906,0.08413012592400193,-1.7144801435066483,-0.7247024446912995,1.8632535184209666,579072,579137,13,True,1.0,1.0
51941,-0.7402185753846,-1.651456083477001,0.5298306065560006,1.8857229930827861,579073,579138,13,True,2.0,2.0
51942,-1.5118178937449,0.9301136870320015,-0.5190362239150001,1.8493521612682295,579073,579139,13,True,2.0,2.0
53628,-0.88647484082,-1.8555477372861517,-2.2905056478676,3.0781993391702196,579136,579137,13,False,1.0,1.0
53670,-0.7715993183603,2.5815697705090024,-1.0488668304710007,2.891364663296947,579138,579139,13,False,2.0,2.0
54971,0.9238438713930002,0.05067363104329914,1.5216907509044004,1.7808981040423162,579264,579328,13,True,1.0,1.0
54972,0.05290227513999923,-1.6797962222644713,-0.7379571503199003,1.8355093992560336,579264,579329,13,True,1.0,1.0
55007,-0.7973043150342001,-1.547792136001,0.5431254452970009,1.8238256266342348,579265,579330,13,True,2.0,2.0
55008,-1.5567590500029,0.9941024847480016,-0.5448930085750003,1.925784744134712,579265,579331,13,True,2.0,2.0
56697,-0.8709415962530009,-1.7304698533077705,-2.2596479012243007,2.976419630159385,579328,579329,13,False,1.0,1.0
56738,-0.7594547349687,2.5418946207490016,-1.0880184538720012,2.867365326118231,579330,579331,13,False,2.0,2.0
58042,0.9167069702190034,-0.04669673373710026,1.5563753253056998,1.8068858313159248,579456,579520,13,True,1.0,1.0
58043,0.025340080413002397,-1.6480608030962394,-0.7367107392773997,1.8054055621228744,579456,579521,13,True,1.0,1.0
58078,-0.8445662260028,-1.481211025759002,0.5635694413539998,1.7957975186982267,579457,579522,13,True,2.0,2.0
58079,-1.5767896886716999,1.0580906320419992,-0.5739497357700003,1.9837438864699464,579457,579523,13,True,2.0,2.0
59764,-0.891366889806001,-1.601364069359139,-2.2930860645830995,2.9354974901134034,579520,579521,13,False,1.0,1.0
59805,-0.7322234626688999,2.5393016578010013,-1.137519177124,2.8771781291603427,579522,579523,13,False,2.0,2.0
61101,0.935843160916999,-0.1452576482119987,1.6510695753936,1.9034003648706186,579648,579712,13,True,1.0,1.0
61102,-0.0015327276769987463,-1.6430204456368287,-0.7383679559258001,1.8013066847077484,579648,579713,13,True,1.0,1.0
61137,-0.8906054795807004,-1.4730717905449993,0.5989700530499995,1.8226035621630223,579649,579714,13,True,2.0,2.0
61138,-1.5491390038731003,1.1055326495079996,-0.5969631177850001,1.9945924537219895,579649,579715,13,True,2.0,2.0
62823,-0.9373758885939978,-1.49776279742483,-2.3894375313194,2.971763562254741,579712,579713,13,False,1.0,1.0
62866,-0.6585335242924,2.578604440052999,-1.1959331708349996,2.9177257256262905,579714,579715,13,False,2.0,2.0
64165,0.945904554378,-0.23344814516590162,1.7485308839353002,2.0016477498675944,579840,579904,13,True,1.0,1.0
64166,-0.031235099802998434,-1.6676139336419524,-0.7527978555327994,1.8299225323579331,579840,579905,13,True,1.0,1.0
64202,-0.9262930750410998,-1.5045146727480017,0.6414805982839997,1.8796490681395615,579841,579906,13,True,2.0,2.0
64203,-1.4721769700326002,1.1315880210749967,-0.6098800876919999,1.9544181236107068,579841,579907,13,True,2.0,2.0
65890,-0.9771396541809985,-1.4341657884760508,-2.5013287394680996,3.0443848106796825,579904,579905,13,False,1.0,1.0
65932,-0.5458838949915004,2.6361026938229983,-1.2513606859759996,2.9686579805693825,579906,579907,13,False,2.0,2.0
67229,0.9227365839590007,-0.29634925191050243,1.8057372158168006,2.0493785826611077,580032,580096,13,True,1.0,1.0
67230,-0.06441413104100135,-1.698534666819782,-0.7751025210036993,1.8681416200953944,580032,580097,13,True,1.0,1.0
67267,-0.9348155988171003,-1.5385719813479994,0.6749187130930014,1.9226542109448583,580033,580098,13,True,2.0,2.0
67268,-1.3638106512627006,1.1430899214619998,-0.6144183151039986,1.8825896863047,580033,580099,13,True,2.0,2.0
68946,-0.9871507150000021,-1.4021854149092796,-2.5808397368205,3.098600364529287,580096,580097,13,False,1.0,1.0
68988,-0.4289950524456003,2.6816619028099993,-1.289337028197,3.006282968764787,580098,580099,13,False,2.0,2.0
70293,0.8604149123580029,-0.3238320811211999,1.8055473601901002,2.0261249487780257,580224,580288,13,True,1.0,1.0
70294,-0.09926407277599836,-1.7069114764684485,-0.7944798079539996,1.885364237989679,580224,580289,13,True,1.0,1.0
70331,-0.9087442526644995,-1.548527062470999,0.6862742700879991,1.9221666300663522,580225,580290,13,True,2.0,2.0
70332,-1.2587889291511,1.1594457832669995,-0.6187608950090002,1.8198156878325173,580225,580291,13,True,2.0,2.0
72019,-0.9596789851340013,-1.3830793953472487,-2.6000271681441,3.097423710671397,580288,580289,13,False,1.0,1.0
72063,-0.35004467648660054,2.7079728457379986,-1.3050351650969993,3.0263451539655413,580290,580291,13,False,2.0,2.0
73368,0.766350306311999,-0.31553772479569986,1.7530909017081,1.9391195314898617,580416,580480,13,True,1.0,1.0
73369,-0.13319129399999952,-1.680821601110189,-0.8047448763386003,1.868292132282648,580416,580481,13,True,1.0,1.0
73407,-0.8569113507132,-1.5292775902290003,0.6723571516330011,1.8775119574345676,580417,580482,13,True,2.0,2.0
73408,-1.1939070217375,1.2024715752970003,-0.6323449708389983,1.808649227489048,580417,580483,13,True,2.0,2.0
75104,-0.8995416003119985,-1.3652838763144892,-2.5578357780467003,3.0357369815370956,580480,580481,13,False,1.0,1.0
75148,-0.33699567102430006,2.7317491655260007,-1.3047021224719995,3.046024821636235,580482,580483,13,False,2.0,2.0
76450,0.6610774476859973,-0.28175852034409843,1.6818476545427004,1.8289403458604958,580608,580672,13,True,1.0,1.0
76451,-0.16414883150100223,-1.6319774666400484,-0.8081301816564999,1.828488359549544,580608,580673,13,True,1.0,1.0
76489,-0.8008525784414999,-1.4997496040110008,0.6414193590269992,1.817149559409505,580609,580674,13,True,2.0,2.0
76490,-1.1801572830277003,1.2711741479489973,-0.6531110375160001,1.853431669747339,580609,580675,13,True,2.0,2.0
78186,-0.8252262791869995,-1.35021894629595,-2.4899778361992,2.950267655579849,580672,580673,13,False,1.0,1.0
78229,-0.37930470458620036,2.770923751959998,-1.2945303965429993,3.081833779695309,580674,580675,13,False,2.0,2.0
79531,0.574043707079003,-0.2407629403190974,1.6545206747110992,1.7677476160681345,580800,580864,13,True,1.0,1.0
79532,-0.19225352758999747,-1.5896726280459177,-0.8132328168716008,1.7959309835475668,580800,580865,13,True,1.0,1.0
79570,-0.7666727595255001,-1.495139316188002,0.6088395334900003,1.787152559953932,580801,580866,13,True,2.0,2.0
79571,-1.1999970758054,1.3356523979869976,-0.6649224022719995,1.914701572369202,580801,580867,13,True,2.0,2.0
81267,-0.7662972346690005,-1.3489096877268203,-2.4677534915827,2.914888693024698,580864,580865,13,False,1.0,1.0
81310,-0.43332431627989987,2.8307917141749996,-1.2737619357619998,3.134265649417329,580866,580867,13,False,2.0,2.0
82619,0.5229770719870004,-0.20671046079829836,1.7174102786085,1.8071337242986936,580992,581056,13,True,1.0,1.0
82620,-0.2182288088660016,-1.5807525278183512,-0.8274674462074998,1.7975273966636345,580992,581057,13,True,1.0,1.0
82658,-0.7678992004887997,-1.5360460336709991,0.5835129488419994,1.8137237830314825,580993,581058,13,True,2.0,2.0
82659,-1.2302785103899998,1.3636865392900006,-0.6515635249780001,1.9487845488021327,580993,581059,13,True,2.0,2.0
84350,-0.741205880853002,-1.3740420670200528,-2.5448777248159997,2.985595483989161,581056,581057,13,False,1.0,1.0
84394,-0.46237930990120013,2.8997325729609997,-1.2350764738199995,3.1855388111117673,581058,581059,13,False,2.0,2.0
85698,0.4979740889619997,-0.18023877178029934,1.8404050048943006,1.915086105158302,581184,581248,13,True,1.0,1.0
85699,-0.24147830453599894,-1.605117277185002,-0.8471760378197999,1.830961628253151,581184,581249,13,True,1.0,1.0
85737,-0.7941978456027998,-1.6035472258570032,0.5584005307749997,1.8745466321976685,581185,581250,13,True,2.0,2.0
85738,-1.2571089482992006,1.3424592192929978,-0.6078343346960011,1.9370034181162452,581185,581251,13,True,2.0,2.0
87435,-0.7394523934979986,-1.4248785054047026,-2.6875810427141005,3.130520796699883,581248,581249,13,False,1.0,1.0
87480,-0.4629111026964008,2.946006445150001,-1.1662348654710009,3.2020843875989757,581250,581251,13,False,2.0,2.0
88780,0.4801280372270007,-0.15554831952220027,1.9550428309822006,2.0191361229031908,581376,581440,13,True,1.0,1.0
88781,-0.2587229274690017,-1.63807800731961,-0.8585614593592998,1.8674487652301162,581376,581441,13,True,1.0,1.0
88819,-0.8229101728477,-1.6586950418899988,0.5208375889479999,1.9234661911839943,581377,581442,13,True,2.0,2.0
88820,-1.2786568324597996,1.2809483481380006,-0.5392642482399985,1.8885438557850467,581377,581443,13,True,2.0,2.0
90520,-0.7388509646960024,-1.4825296877974097,-2.8136042903415004,3.2649906777601982,581440,581441,13,False,1.0,1.0
90564,-0.4557466596120996,2.9396433900279995,-1.0601018371879984,3.158009528720942,581442,581443,13,False,2.0,2.0
91864,0.45971802577000176,-0.12855577196610213,2.0155431923254006,2.0712994978643082,581568,581632,13,True,1.0,1.0
91865,-0.2661497306609988,-1.6539270329790305,-0.8480766802724995,1.8776433008353224,581568,581633,13,True,1.0,1.0
91903,-0.8357621470116996,-1.6755991394629994,0.4655036843579996,1.9294622366601586,581569,581634,13,True,2.0,2.0
91904,-1.3058143513123994,1.2053973835110021,-0.45912188753199956,1.835463668907543,581569,581635,13,True,2.0,2.0
93609,-0.7258677564310005,-1.5253712610129284,-2.8636198725979,3.324749653505954,581632,581633,13,False,1.0,1.0
93652,-0.4700522043006998,2.8809965229740016,-0.9246255718899992,3.0620291455747353,581634,581635,13,False,2.0,2.0
94948,0.43482199119100073,-0.09976840890610106,2.005755330641,2.0547696576097647,581760,581824,13,True,1.0,1.0
94949,-0.2627338259069987,-1.6454488583351186,-0.8123445401753999,1.8537622988465527,581760,581825,13,True,1.0,1.0
94987,-0.8256616994327999,-1.6537662291540016,0.39611243406900165,1.8903875377881052,581761,581826,13,True,2.0,2.0
94988,-1.3557546527096997,1.147188405300998,-0.3815255303499985,1.8165003842305931,581761,581827,13,True,2.0,2.0
96690,-0.6975558170979994,-1.5456804494290175,-2.8180998708164,3.288981461122844,581824,581825,13,False,1.0,1.0
96734,-0.5300929532768999,2.8009546344549996,-0.7776379644190001,2.9548377632442855,581826,581827,13,False,2.0,2.0
98039,0.4065403018989997,-0.07326650539830126,1.9296428786370998,1.973363787282082,581952,582016,13,True,1.0,1.0
98040,-0.251214423135,-1.628148001721911,-0.7596463437015002,1.8141215971927462,581952,582017,13,True,1.0,1.0
98079,-0.7973752125956999,-1.6186307605899977,0.32267385200900023,1.8330005956247035,581953,582018,13,True,2.0,2.0
98080,-1.4319128258247993,1.1217960095180004,-0.313673554088,1.8458579919014,581953,582019,13,True,2.0,2.0
99787,-0.6577547250339997,-1.5548814963236097,-2.6892892223386,3.1753069563903034,582016,582017,13,False,1.0,1.0
99831,-0.6345376132290994,2.740426770107998,-0.6363474060970002,2.8840102090966004,582018,582019,13,False,2.0,2.0
101133,0.380161642417999,-0.05496497121830046,1.8172330878528005,1.8573852906745016,582144,582208,13,True,1.0,1.0
101134,-0.2360731520640016,-1.6304914770155392,-0.7038413709425999,1.7915428170144598,582144,582209,13,True,1.0,1.0
101173,-0.7631867539406008,-1.6103815031919986,0.25532342047699963,1.8002701620194084,582145,582210,13,True,2.0,2.0
101174,-1.51270267692,1.1192431214699994,-0.2546175642939996,1.898895641620637,582145,582211,13,True,2.0,2.0
102881,-0.6162347944820006,-1.5755265057972387,-2.5210744587954004,3.0360904991766056,582208,582209,13,False,1.0,1.0
102926,-0.7495159229793993,2.729624624661998,-0.5099409847709993,2.8762240035000803,582210,582211,13,False,2.0,2.0
104226,0.3678058485130009,-0.04886693921330121,1.7328474551301003,1.7721256791490017,582336,582400,13,True,1.0,1.0
104227,-0.22031910430499835,-1.6696938035901,-0.6523115195668998,1.80608090185036,582336,582401,13,True,1.0,1.0
104266,-0.7312847480310003,-1.6540151545360011,0.19846352293500047,1.8193216549234186,582337,582402,13,True,2.0,2.0
104267,-1.5672772324794,1.1194821038100002,-0.20212253783599898,1.9366082785376129,582337,582403,13,True,2.0,2.0
105965,-0.5881249528179993,-1.6208268643767987,-2.385158974697,2.9431197765280204,582400,582401,13,False,1.0,1.0
106010,-0.8359924844483997,2.7734972583460014,-0.40058606077099945,2.924318667346468,582402,582403,13,False,2.0,2.0
107310,0.38257746327200337,-0.05381034587929889,1.7423669943793003,1.7846859140559292,582528,582592,13,True,1.0,1.0
107311,-0.2027771156909992,-1.7323706516513084,-0.6001468753920998,1.844560355584398,582528,582593,13,True,1.0,1.0
107349,-0.6954033085191007,-1.7327773369989998,0.14943728232000097,1.8730815685559037,582529,582594,13,True,2.0,2.0
107350,-1.5772855395246,1.1089069232229996,-0.15685653435799907,1.9344529484937363,582529,582595,13,True,2.0,2.0
109046,-0.5853545789630026,-1.6785603057720095,-2.3425138697714,2.9406760979913713,582592,582593,13,False,1.0,1.0
109090,-0.8818822310054992,2.8416842602219994,-0.30629381667800004,2.99110374381964,582594,582595,13,False,2.0,2.0
110389,0.4225055731870029,-0.06362757929030138,1.8372730525579,1.8863010623640768,582720,582784,13,True,1.0,1.0
110390,-0.1813426736589996,-1.7869534794345014,-0.5403801575811,1.8756595153865854,582720,582785,13,True,1.0,1.0
110428,-0.6443060923884003,-1.8043734717270006,0.10472129523300033,1.9188174785101983,582721,582786,13,True,2.0,2.0
110429,-1.5449554903297997,1.0863480680019997,-0.12167594997399966,1.8925761883617642,582721,582787,13,True,2.0,2.0
112124,-0.6038482468460025,-1.7233259001442,-2.377653210139,2.9979525765113597,582784,582785,13,False,1.0,1.0
112167,-0.9006493979413994,2.8907215397290003,-0.226397245207,3.036230569456596,582786,582787,13,False,2.0,2.0
113462,0.4715517363440007,-0.06979118078029956,1.9471368707307999,2.004638082628154,582912,582976,13,True,1.0,1.0
113463,-0.15604480381999863,-1.8097221617876116,-0.4730479654606006,1.8770238840491247,582912,582977,13,True,1.0,1.0
113501,-0.5747219602037994,-1.8347923934889998,0.06382917592000048,1.9237574229731296,582913,582978,13,True,2.0,2.0
113502,-1.4936723024158995,1.0626006823099985,-0.09976997705899926,1.8357917107810575,582913,582979,13,True,2.0,2.0
115194,-0.6275965401639994,-1.739930981007312,-2.4201848361914005,3.0460682653587536,582976,582977,13,False,1.0,1.0
115236,-0.9189503422121001,2.8973930757989983,-0.16359915297899974,3.0440303957081576,582978,582979,13,False,2.0,2.0
116535,0.5154830285590002,-0.0651605573522005,2.0155805966534,2.0814739471279684,583104,583168,13,True,1.0,1.0
116536,-0.12917517716999782,-1.7994503961176207,-0.4054782236032999,1.8490864080137657,583104,583169,13,True,1.0,1.0
116573,-0.4949510342484995,-1.8165012602289998,0.02860121908399904,1.8829422148463013,583105,583170,13,True,2.0,2.0
116574,-1.4594776205616,1.055475162399997,-0.09380225993800018,1.8035802192674786,583105,583171,13,True,2.0,2.0
118267,-0.644658205728998,-1.7342898387654202,-2.4210588202567,3.047108671872646,583168,583169,13,False,1.0,1.0
118309,-0.9645265863131005,2.8719764226289968,-0.12240347902199922,3.0320855396110353,583170,583171,13,False,2.0,2.0
119614,0.5472296051139978,-0.04666929153130184,2.0202128841116,2.0935372842669326,583296,583360,13,True,1.0,1.0
119615,-0.10427907250500112,-1.7770508685774686,-0.34838165129220044,1.8138780800901475,583296,583361,13,True,1.0,1.0
119650,-0.42094789318909953,-1.7726301774509992,0.0007630310969997112,1.8219263039450189,583297,583362,13,True,2.0,2.0
119651,-1.4664947104938992,1.0735318730350016,-0.10514327001499879,1.8204759063382496,583297,583363,13,True,2.0,2.0
121344,-0.6515086776189989,-1.7303815770461668,-2.3685945354038003,3.004816805121134,583360,583361,13,False,1.0,1.0
121387,-1.0455468173047997,2.846162050486001,-0.1059063011119985,3.033978033773168,583362,583363,13,False,2.0,2.0
122692,0.5647399926339993,-0.015452470050998812,1.9601694268979006,2.039959367305185,583488,583552,13,True,1.0,1.0
122693,-0.08491052636799878,-1.7724275548071198,-0.31143350290519933,1.801582654573317,583488,583553,13,True,1.0,1.0
122729,-0.36873634050760007,-1.7475205171749977,-0.020063247577999377,1.78611225309662,583489,583554,13,True,2.0,2.0
122730,-1.505688732835,1.1018176184990018,-0.13368734830899953,1.8705541777021513,583489,583555,13,True,2.0,2.0
124418,-0.6496505190019981,-1.756975084756121,-2.2716029298031,2.944348334688573,583552,583553,13,False,1.0,1.0
124461,-1.1369523923273999,2.8493381356739995,-0.11362410073100015,3.069902114089651,583554,583555,13,False,2.0,2.0
125771,0.5715334525199971,0.025029412935801076,1.8534900434356993,1.939768620216496,583680,583744,13,True,1.0,1.0
125772,-0.07233807806399994,-1.7976171712357996,-0.2974717333870007,1.8234993073823904,583680,583745,13,True,1.0,1.0
125808,-0.3468189471501004,-1.7720145191130001,-0.03525807015999938,1.8059795041918356,583681,583746,13,True,2.0,2.0
125809,-1.5485689118733,1.1138848003059998,-0.17754740209199937,1.915810038381366,583681,583747,13,True,2.0,2.0
127494,-0.643871530583997,-1.8226465841716006,-2.1509617768227,2.891928021932989,583744,583745,13,False,1.0,1.0
127536,-1.2017499647231995,2.885899319419,-0.142289331932,3.129355223287525,583746,583747,13,False,2.0,2.0
128844,0.5796413250270014,0.07169795756890096,1.7413624341979999,1.8367002450140288,583872,583936,13,True,1.0,1.0
128845,-0.06565302881899981,-1.8349147056704105,-0.30012404840119977,1.8604560574513345,583872,583937,13,True,1.0,1.0
128881,-0.3513604785707001,-1.8285417946289968,-0.045971890028999596,1.8625607896869572,583873,583938,13,True,2.0,2.0
128882,-1.5717534577992005,1.0934479416200027,-0.2337386548560012,1.9289041168266132,583873,583939,13,True,2.0,2.0
130560,-0.6452943538460012,-1.9066126632393114,-2.0414864825991996,2.866922341007039,583936,583937,13,False,1.0,1.0
130602,-1.2203929792285004,2.9219897362489995,-0.1877667648270016,3.1721663576282233,583938,583939,13,False,2.0,2.0
131912,0.6083305336339997,0.12282244679720122,1.6819890099601995,1.7928297245459675,584064,584128,13,True,1.0,1.0
131913,-0.062088175376000976,-1.854660053511207,-0.30733890395200003,1.8809774207826448,584064,584129,13,True,1.0,1.0
131949,-0.3719074750014002,-1.8720467988759992,-0.051879063807000136,1.909336487999243,584065,584130,13,True,2.0,2.0
131950,-1.5681067492990008,1.041073311409999,-0.2990476126810009,1.9058388944445084,584065,584131,13,True,2.0,2.0
133626,-0.6704187090100007,-1.9774825003084082,-1.9893279139121995,2.8839770861584344,584128,584129,13,False,1.0,1.0
133670,-1.1961992742976006,2.9131201102859983,-0.24716854887400075,3.1588374083411277,584130,584131,13,False,2.0,2.0
134980,0.6686273303789996,0.17611502252060163,1.7055256819831994,1.8403523738652436,584256,584320,13,True,1.0,1.0
134981,-0.05867874020999864,-1.84049739129021,-0.3093042956297003,1.86722869225858,584256,584321,13,True,1.0,1.0
135018,-0.39867479491860003,-1.8702464252680002,-0.052010881730000236,1.9129737099995527,584257,584322,13,True,2.0,2.0
135019,-1.5470916313890992,0.9710650516259989,-0.37121953048900025,1.8639377109281474,584257,584323,13,True,2.0,2.0
136693,-0.7273060705889982,-2.0166124138108117,-2.0148299776128997,2.941978855556082,584320,584321,13,False,1.0,1.0
136738,-1.1484168364704992,2.841311476893999,-0.319208648759,3.0812020869233834,584322,584323,13,False,2.0,2.0
138040,0.7462337017509988,0.22268404300120181,1.7771471889050003,1.9402847862283785,584448,584512,13,True,1.0,1.0
