atom,symbol,x,y,z,frame,label
213,O,-9.6866247021318,119.95931418032151,-101.76167709480949,0,213
214,H,-11.254504636444896,119.55368619573413,-102.70785200414984,0,214
215,H,-10.231967753700557,120.7214674863042,-100.21900989649966,0,215
216,O,-68.98781504109212,146.62227950194358,22.683555785682294,0,216
217,H,-68.98407338187411,146.22287627769157,20.910912605801084,0,217
218,H,-70.49177496376448,145.9086657205434,23.356850354418278,0,218
219,O,-24.65151546646963,-41.192676552457876,-195.54947588425043,0,219
220,H,-26.343833915684165,-40.65618498158461,-196.01806200949778,0,220
221,H,-23.753779926187267,-41.36335668405845,-197.0812922708281,0,221
222,O,-131.53466609470934,-155.50333253334895,183.93415057721705,0,222
223,H,-131.47163425470117,-156.27530674991544,185.5128605362667,0,223
224,H,-131.52269656466552,-153.79528966678444,184.43095032474955,0,224
225,O,119.94153374012853,-21.71695481852008,132.94613144562217,0,225
226,H,119.13395140000415,-20.255173599759626,132.4328343824467,0,226
227,H,121.55258070551062,-21.187952235263438,133.56567462304673,0,227
228,O,138.10086606182807,17.521764929314763,62.516296059730486,0,228
229,H,136.7809164041521,18.230592032533536,63.52695222959426,0,229
230,H,137.59732187906883,15.792283111321922,62.518238698960836,0,230
231,O,18.468041883906515,159.46828754840064,200.58631799945954,0,231
232,H,18.31339986431761,160.29479361347904,199.03698195499805,0,232
233,H,17.014660501117774,160.0135606800749,201.51790988648412,0,233
234,O,133.49303730131885,-153.60626406665446,-154.82179497597213,0,234
235,H,132.3261857563726,-153.25706710609117,-156.20406782607708,0,235
236,H,135.0759178875877,-154.04377552312366,-155.67962326404964,0,236
237,O,128.2606084542601,1.116836143672155,180.3612023954178,0,237
238,H,127.10520109528571,1.2124279777843707,178.95513410446787,0,238
239,H,127.42981270916913,1.8493093993125174,181.79689215517683,0,239
240,O,180.2908006205863,66.65513051398682,-101.2386044744953,0,240
241,H,181.03045105890845,65.3083580730077,-102.1801419940776,0,241
242,H,181.07156206713444,66.68384491389459,-99.63746156767962,0,242
243,O,-95.37662445646731,-74.80923396141554,-101.52590910035772,0,243
244,H,-94.09433138628474,-75.89500677467086,-102.32546010125156,0,244
245,H,-96.31140998191532,-75.92683733420009,-100.4335241327571,0,245
246,O,111.51772469325007,-176.28299037940045,134.86418343956748,0,246
247,H,110.53199213117728,-177.61487555203647,134.1268630344856,0,247
248,H,112.55706691711846,-176.84941522401766,136.27671837589313,0,248
249,O,-130.92403675896722,0.8352706183375317,72.96542555704423,0,249
250,H,-131.29399992819037,2.4687127369481288,72.38643402868983,0,250
251,H,-132.39055741273714,-0.12628666778790462,72.62884630284385,0,251
252,O,-60.1329611831202,20.180168450253884,-159.09544443541574,0,252
253,H,-59.32743675556572,18.700041762964002,-159.62723247609023,0,253
254,H,-59.804466180502935,21.389758058267837,-160.3982467114028,0,254
255,O,123.85761285921345,-19.37475551658519,-61.44020053781627,0,255
256,H,124.49481931376458,-18.345132158049196,-60.18102827598327,0,256
257,H,122.58790914949061,-18.316432875956437,-62.12673831251169,0,257
258,O,-173.47922528756916,32.232534671763894,32.44446376165253,0,258
259,H,-171.7966975133084,32.05094136744416,31.799320454214755,0,259
260,H,-174.1552958650886,33.4410905991757,31.27053896900281,0,260
261,O,10.79289349310344,49.533307381084214,154.57697896922957,0,261
262,H,12.287234705967947,48.48152130572568,154.10857992694315,0,262
263,H,9.817023415605743,49.71096249459065,153.0517860753585,0,263
264,O,74.062833418686,86.58464181171895,-80.8325437424529,0,264
265,H,72.47554787906503,85.76460239201629,-81.11964805726628,0,265
266,H,73.7384636898429,88.19952303293604,-81.44409904436512,0,266
267,O,158.89794529996578,153.49471348905942,-74.27510643886639,0,267
268,H,157.52386441587598,154.26841869544594,-73.52434818595668,0,268
269,H,158.16188534271143,152.1963048280632,-75.43484694157154,0,269
270,O,183.66337539235454,127.70899150945715,36.71878785359152,0,270
271,H,184.29535297263487,126.08952203138081,36.89541306594958,0,271
272,H,183.37025985634295,127.8754046377677,34.92683733420009,0,272
273,O,-112.4578486971278,94.00790472752972,-189.75432227780118,0,273
274,H,-112.37108566698855,92.18636297495922,-189.6324046585547,0,274
275,H,-113.30875680537892,94.39056119219089,-191.30974135308225,0,275
276,O,-154.80739903661723,-107.0152708828993,76.9623339638722,0,276
277,H,-155.09944687694286,-108.74197858183557,77.50471581342349,0,277
278,H,-154.00108281350097,-107.19061108098046,75.30508317632852,0,278
279,O,-114.39585053772178,-50.54236106255563,49.638213678976975,0,279
280,H,-113.89634848075407,-51.14144983625516,51.26330698424157,0,280
281,H,-116.09628914333011,-50.094138634143206,49.943383782741876,0,281
282,O,-115.4883129841244,92.74942599546088,136.98447778342597,0,282
283,H,-114.93354208516243,94.0852455794564,138.03010901834358,0,283
284,H,-114.28698526202007,91.45969307056052,137.29412276043743,0,284
285,O,-134.46050376339107,63.33632036161813,157.5333489550755,0,285
286,H,-134.374727170682,62.26892136279544,156.085236130822,0,286
287,H,-133.8933116896615,62.22919363464399,158.86471256309326,0,287
288,O,117.87701657479444,-12.480483845669784,20.550430196323724,0,288
289,H,118.94212333491441,-13.085706672814577,19.21376212496008,0,289
290,H,116.71230798012763,-13.806507085530928,20.926355453846256,0,290
291,O,-9.785982761911422,130.95988109838484,-35.68062481929486,0,291
292,H,-11.35277988272355,130.72402428676983,-36.473977516029606,0,292
293,H,-9.630796500981713,132.7586157372675,-35.487778191417995,0,293
294,O,161.2831075424669,-84.88288417674994,-22.736426564268665,0,294
295,H,162.83764789474978,-85.2220240108697,-21.950825527186556,0,295
296,H,160.91553865719786,-83.1915087012474,-22.335267783747213,0,296
297,O,159.51015255765083,-190.84575482305542,147.98988429202328,0,297
298,H,159.09573734308182,-192.58922250967066,147.61853973245246,0,298
299,H,159.49208487897243,-190.70552008118264,149.822739839411,0,299
300,O,-202.79016094803816,175.71965901768218,46.82114679965304,0,300
301,H,-204.30740376093442,175.13804076896767,47.67986136963625,0,301
302,H,-202.5166267619341,177.40519145767863,47.48295560842592,0,302
303,O,-71.20229526226575,46.58007245212849,80.83791434623954,0,303
304,H,-70.06229862597958,46.72213644961894,82.27069014715302,0,304
305,H,-70.74931828102885,48.17680095695769,79.91232801123253,0,305
306,O,116.03047373563099,-68.88881980887302,-12.569098808149258,0,306
307,H,117.68864482016414,-68.65627001929411,-11.897544677867707,0,307
308,H,116.05669369606011,-70.29699703501852,-13.69100697876136,0,308
309,O,-139.8087294043392,-14.615790179845307,-85.38835399119765,0,309
310,H,-140.62389143897033,-16.082579174831864,-86.04237145605346,0,310
311,H,-139.0860373750182,-15.17958641437553,-83.83542935539526,0,311
312,O,140.87983037811543,123.62312609958482,32.48095249793547,0,312
313,H,142.72909631370976,123.91570684288999,32.46406022937505,0,313
314,H,140.73839376994843,122.337512779278,31.127292002486882,0,314
315,O,151.1702209279693,157.33091196329394,9.015645048821094,0,315
316,H,150.62152550091938,155.6571544114729,8.636703787201634,0,316
317,H,151.19561129829907,157.18377593886356,10.827333765450879,0,317
318,O,-141.97817932374232,-93.2108954092865,7.67849887655737,0,318
319,H,-142.28295825404354,-91.98258427709443,6.384028406374426,0,319
320,H,-143.29360308554604,-94.41281650563045,7.446493328319258,0,320
321,O,-203.6531406315845,80.00918596235286,-4.2198848400440685,0,321
322,H,-205.24503521506037,80.39712799309116,-4.939455040562987,0,322
323,H,-203.79729277727492,78.8526598850668,-2.786910617808408,0,323
324,O,190.9418342067021,103.08887952424236,146.16355019209072,0,324
325,H,191.170302186225,101.31652358284657,146.59753352847912,0,325
326,H,189.86441776570032,103.7319422423877,147.38443847710693,0,326
327,O,-185.23805456397386,156.33804757198442,-141.0102536580388,0,327
328,H,-186.17290434013572,157.2108179304845,-139.67979333946866,0,328
329,H,-186.46622018719634,155.42283205808266,-141.91209935428034,0,329
330,O,-29.340241544889516,43.16008632272377,13.527785599147354,0,330
331,H,-27.929917589010863,43.958384434697656,14.297526158544304,0,331
332,H,-28.837823639349406,43.00507202693994,11.78702778087483,0,332
333,O,-68.99034727510833,-34.344385715932475,-64.29839543290808,0,333
334,H,-69.40727771615168,-34.34213505122105,-65.99934993395405,0,334
335,H,-70.06060732042397,-33.039028529206675,-63.515725362213395,0,335
336,O,126.83377584437723,-80.72820436262347,188.96078816728618,0,336
337,H,127.06357041216833,-79.33523376866341,189.94771692647262,0,337
338,H,128.21767763905083,-81.80031634027934,189.3990196096958,0,338
339,O,-109.76847066293509,-155.21449533898866,-18.884456429512245,0,339
340,H,-109.50896202971785,-156.39199171543737,-20.208546478777425,0,340
341,H,-109.95615077752812,-156.32570954519943,-17.496752504360543,0,341
342,O,30.227390835202588,90.24023341906394,138.10686216521128,0,342
343,H,31.63540176538285,90.37900362260642,136.84044658025576,0,343
344,H,28.797254982737343,90.75084518034609,137.24628621425344,0,344
345,O,154.31784639166102,131.32198489352334,155.6576136151042,0,345
346,H,155.4017578239417,130.16283776505782,156.49649739123203,0,346
347,H,154.92410289940793,133.06769190648876,155.93161078429335,0,347
348,O,60.749401429011456,50.30817854895432,8.316408309507027,0,348
349,H,61.342407171891445,48.82554797355138,7.463820234061571,0,349
350,H,60.232986316487676,49.7189163550192,9.981697995188757,0,350
351,O,134.73605239834689,-21.848013046674364,-106.4467352133596,0,351
352,H,135.15483855118418,-20.162104551029238,-106.14118527449227,0,352
353,H,132.99640007029782,-21.998085706672814,-105.92093571716079,0,353
354,O,1.3644432770131734,61.62633485582328,-172.09507026949396,0,354
355,H,2.7554126502096654,62.25351441956094,-171.06148226396837,0,355
356,H,0.04405331297467577,61.28073782496215,-170.7684007430406,0,356
357,O,149.81595005073916,-18.495664021678948,-114.09159695149259,0,357
358,H,151.63286764163976,-18.40518389877111,-113.93819837218928,0,358
359,H,149.30705605118894,-19.18362665044021,-112.47217282686134,0,359
360,O,133.7767684536554,1.4079391205589056,189.271355331014,0,360
361,H,135.42049257620798,2.110957203355399,189.58833811749187,0,361
362,H,133.36474374358673,0.6725897006105707,190.85411875421644,0,362
363,O,47.965486028304326,-18.023168051521512,-184.30061775171635,0,363
364,H,48.70111134837682,-16.38266780302243,-183.98209483783307,0,364
365,H,48.877209326935976,-18.833870330721098,-185.71805274983606,0,365
366,O,-131.13567105146294,-106.72907930616788,132.1781237657721,0,366
367,H,-131.00427267247065,-105.62236453965309,130.8221200089951,0,367
368,H,-132.654926423484,-106.16807986741675,133.00405157442594,0,368
369,O,34.639559164513955,-116.23722119442077,130.5160201596063,0,369
370,H,36.311676433405076,-115.6739635320507,130.78649298816842,0,370
371,H,34.15139546881289,-116.9479814882355,132.1030751525482,0,371
372,O,158.11132003091592,14.332884838154342,140.25481455165286,0,372
373,H,157.54824945150676,14.589591006411842,141.95447081033376,0,373
374,H,158.78290439682752,12.635165549523126,140.26838090090837,0,374
375,O,-162.11146176043175,9.103405854751813,146.54538651528694,0,375
376,H,-162.11679456968082,10.4849379319207,147.72370303320062,0,376
377,H,-162.8113976986906,7.663581372584221,147.45911859358966,0,377
378,O,-2.191958456244319,59.782902507100644,-169.03122584692832,0,378
379,H,-2.6905062011387493,58.47171551295691,-170.2683223193752,0,379
380,H,-3.6717468824230832,60.05868546818928,-168.0930407028272,0,380
381,O,-71.6282302518817,13.53636495917245,157.6136812446497,0,381
382,H,-70.84891633612193,11.930985284696803,157.34025477297766,0,382
383,H,-71.08421945776178,14.057825642459896,159.2262569990759,0,383
384,O,11.378330879837936,-179.28712510180904,-26.321998121611482,0,384
385,H,13.147555543797255,-179.08017166278958,-26.636008367710613,0,385
386,H,10.651683652161752,-178.02882400406668,-27.43205770469994,0,386
387,O,149.33505235488315,-113.55567040895579,-51.46245774098269,0,387
388,H,150.3352016433065,-112.49065813517973,-50.49198283372104,0,388
389,H,147.635152321435,-113.03036791092583,-51.10090952554627,0,389
390,O,45.39860764923645,-31.90530956560848,-122.52328049027074,0,390
391,H,44.818641021813114,-31.646543595054204,-120.81299829735609,0,391
392,H,46.064352759095726,-30.35027977406425,-122.85234430067821,0,392
393,O,112.59437390513948,-59.8714173140556,71.71635010591919,0,393
394,H,111.10849299950678,-60.04782898727647,72.68421152090887,0,394
395,H,112.2711266740618,-60.385570423506685,69.97552236775219,0,395
396,O,-80.63769778353935,-135.02982366958503,-37.80895050238389,0,396
397,H,-80.08850535832056,-133.34225221428747,-38.1482056098432,0,397
398,H,-82.19898635050276,-135.13620584416933,-38.73079139871914,0,398
399,O,-46.800155713494725,-53.1058813969617,179.02977831613995,0,399
400,H,-46.639154762962114,-53.59391281178131,177.28838932909025,0,400
401,H,-45.39134920829892,-53.89792640269702,179.70323351166056,0,401
402,O,49.708927258743294,-184.36713046863335,118.13888925633577,0,402
403,H,47.92783888944531,-184.4358617249049,118.19544122288006,0,403
404,H,50.14683366812994,-186.08140376471388,118.3554538462556,0,404
405,O,21.591871906753315,134.54013874374738,165.16508087086171,0,405
406,H,22.452137942503168,134.3495692367582,166.68626187457127,0,406
407,H,20.381067204356956,135.7956940683363,165.4861435776687,0,407
408,O,67.5254687939952,150.742265820321,-8.325365614907678,0,408
409,H,67.01204133966517,149.02539226005666,-8.176640330173079,0,409
410,H,67.09680503876776,151.17552917076895,-10.038316102173752,0,410
411,O,-103.02922462616478,-188.6708624902443,-115.72002373496959,0,411
412,H,-103.13745306390867,-187.21389062638775,-116.5780731210918,0,412
413,H,-101.25501675242877,-188.8490996396291,-115.19713441816253,0,413
414,O,185.01720596322215,-72.46250687388152,-45.424691549330376,0,414
415,H,186.24001799019987,-71.52481494849549,-44.61229796457518,0,415
416,H,185.88584159931364,-73.43907426059711,-46.55364462174282,0,416
417,O,18.160706153139685,-164.63729527171438,63.36898995988109,0,417
